Position,Name,Club,Category,Time,Team,Leg
16,John Conaghan,,,01:13:08,Shettleston Harriers - Mens Veterans,2
16,Matty Low,,,01:13:08,Shettleston Harriers - Mens Veterans,2
16,Luis Eisen,,,00:59:15,Shettleston Harriers - Mens Veterans,3
16,Chris Grant Pantry,,,00:59:15,Shettleston Harriers - Mens Veterans,3
16,Stephen Winter,,,00:32:22,Shettleston Harriers - Mens Veterans,4
17,Fergus Johnston,,,00:45:38,Deeside Young Bucks,1
17,Peter Henry,,,01:08:12,Deeside Young Bucks,2
17,Steven Yule,,,01:08:12,Deeside Young Bucks,2
17,Craig Freshwater,,,01:00:27,Deeside Young Bucks,3
17,Kevin Littlejohn,,,01:00:27,Deeside Young Bucks,3
17,Stuart Pringle,,,00:31:32,Deeside Young Bucks,4
18,Ellen Crombie,,,00:44:39,Carnethy - Women 1,1
18,Holly Page,,,01:05:17,Carnethy - Women 1,2
18,Nancy Scott,,,01:05:17,Carnethy - Women 1,2
18,Aoife McCavana,,,01:04:14,Carnethy - Women 1,3
18,Eleanor Johnstone,,,01:04:14,Carnethy - Women 1,3
18,Fiona Bunn,,,00:33:38,Carnethy - Women 1,4
19,Rory Muir,,,00:41:41,The Estate Agents,1
19,Andrew Ballantine,,,01:11:26,The Estate Agents,2
19,Craig Wilson,,,01:11:26,The Estate Agents,2
19,Colin Sinclair,,,01:06:11,The Estate Agents,3
19,Grant Wheatley,,,01:06:11,The Estate Agents,3
19,Neil Finnie,,,00:38:51,The Estate Agents,4
20,Alasdair Macdonald,,,00:54:03,Carnethy - MV50,1
20,Robin Galloway,,,01:08:57,Carnethy - MV50,2
20,Stewart Whitlie,,,01:08:57,Carnethy - MV50,2
20,Graeme Hall,,,01:02:33,Carnethy - MV50,3
20,Drew Sharkey,,,01:02:33,Carnethy - MV50,3
20,Mark Johnston,,,00:33:45,Carnethy - MV50,4
21,Alan Konopka,,,00:55:27,Carnethy - Men's D,1
21,Jonny Pritchard,,,01:08:32,Carnethy - Men's D,2
21,Gareth Wheeler,,,01:08:32,Carnethy - Men's D,2
21,Lewis MacAulay,,,01:06:11,Carnethy - Men's D,3
21,Tom Lines,,,01:06:11,Carnethy - Men's D,3
21,Duncan Moffat,,,00:30:08,Carnethy - Men's D,4
22,Katie Bain,,,00:46:16,Deeside Ladies 1,1
22,Sally Wallis,,,01:14:22,Deeside Ladies 1,2
22,Jill Stephen,,,01:14:22,Deeside Ladies 1,2
22,CJ Irvine,,,01:06:46,Deeside Ladies 1,3
22,Steph Provan,,,01:06:46,Deeside Ladies 1,3
22,Kirsty Campbell,,,00:34:04,Deeside Ladies 1,4
23,Lachlan Kirk,,,00:45:22,Stonehaven Running Club - Top Dogs,1
23,Ryan Gordon,,,01:10:22,Stonehaven Running Club - Top Dogs,2
23,Steven Watters,,,01:10:22,Stonehaven Running Club - Top Dogs,2
23,David Henderson,,,01:09:46,Stonehaven Running Club - Top Dogs,3
23,Steve Terwey,,,01:09:46,Stonehaven Running Club - Top Dogs,3
23,Calum Graham,,,00:36:45,Stonehaven Running Club - Top Dogs,4
24,Florent Weillaert,,,00:43:24,Hunters Bog Trotters - Heavily Burdened Trotters,1
24,Aiden Belton Schure,,,01:13:59,Hunters Bog Trotters - Heavily Burdened Trotters,2
24,Sam Lloyd,,,01:13:59,Hunters Bog Trotters - Heavily Burdened Trotters,2
24,Wade Cormack,,,01:14:22,Hunters Bog Trotters - Heavily Burdened Trotters,3
24,Jelmer Samplonius,,,01:14:22,Hunters Bog Trotters - Heavily Burdened Trotters,3
24,Oleg Chepelin,,,00:30:30,Hunters Bog Trotters - Heavily Burdened Trotters,4
25,Heather Simpson,,,00:55:39,Shettleston Harriers - Women,1
25,Catherine J Macphail,,,01:07:56,Shettleston Harriers - Women,2
25,Brogan Wallace,,,01:07:56,Shettleston Harriers - Women,2
25,Tilly Hamilton,,,01:03:53,Shettleston Harriers - Women,3
25,Zoe Barber,,,01:03:53,Shettleston Harriers - Women,3
25,Tara Walker,,,00:35:30,Shettleston Harriers - Women,4
26,Alex Priestly,,,00:46:33,Psycho Skwerlz,1
26,Ross Docherty,,,01:13:46,Psycho Skwerlz,2
26,Iain Wheel,,,01:13:46,Psycho Skwerlz,2
26,Kevin Murray,,,01:09:21,Psycho Skwerlz,3
26,Phil Rowe,,,01:09:21,Psycho Skwerlz,3
26,Dave Clark,,,00:35:02,Psycho Skwerlz,4
27,Helen Gordon,,,00:45:43,Westies Women A,1
27,Ella Foreman,,,01:11:56,Westies Women A,2
27,Ella Peters,,,01:11:56,Westies Women A,2
27,Cat Hotchkiss,,,01:09:33,Westies Women A,3
27,Ellie Stone,,,01:09:33,Westies Women A,3
27,Holly Barwick,,,00:37:51,Westies Women A,4
28,David Scott,,,00:44:11,Kinross Road Runners - When Hill Freezes Over,1
28,Alan Kemp,,,01:10:47,Kinross Road Runners - When Hill Freezes Over,2
28,Scott Strachan,,,01:10:47,Kinross Road Runners - When Hill Freezes Over,2
28,Caroline Jones,,,01:11:33,Kinross Road Runners - When Hill Freezes Over,3
28,Lorna MacDonald,,,01:11:33,Kinross Road Runners - When Hill Freezes Over,3
28,Jillian Gordon,,,00:39:51,Kinross Road Runners - When Hill Freezes Over,4
29,Stephanie Johnson,,,00:50:43,Kinross Road Runners - A Cold Day in Hill,1
29,Benjamin Ross,,,01:11:04,Kinross Road Runners - A Cold Day in Hill,2
29,Alex Reily,,,01:11:04,Kinross Road Runners - A Cold Day in Hill,2
29,Millie Brown,,,01:13:23,Kinross Road Runners - A Cold Day in Hill,3
29,Nicola Young,,,01:13:23,Kinross Road Runners - A Cold Day in Hill,3
29,Munro Strachan,,,00:32:21,Kinross Road Runners - A Cold Day in Hill,4
30,Chris Butler,,,00:44:32,Westies Men B,1
30,Jamie Ferguson,,,01:15:27,Westies Men B,2
30,Arran Horne,,,01:15:27,Westies Men B,2
30,Daniel Williams,,,01:17:34,Westies Men B,3
30,Ally MacIver,,,01:17:34,Westies Men B,3
30,Kris Blake,,,00:31:04,Westies Men B,4
31,Richard Coombs,,,00:52:26,Ochil Hill Runners - What Hills has Fife?,1
31,Grant Baxter,,,01:09:52,Ochil Hill Runners - What Hills has Fife?,2
31,Gary Fraser,,,01:09:52,Ochil Hill Runners - What Hills has Fife?,2
31,Ewan Jack,,,01:05:23,Ochil Hill Runners - What Hills has Fife?,3
31,James Ashworth,,,01:05:23,Ochil Hill Runners - What Hills has Fife?,3
31,Stephan Scheuerl,,,00:41:13,Ochil Hill Runners - What Hills has Fife?,4
32,Hamish Parkinson,,,00:57:12,Moorfoot Runners,1
32,Daniel Lavin,,,01:14:37,Moorfoot Runners,2
32,Nigel Shekleton,,,01:14:37,Moorfoot Runners,2
32,Martin Quirke,,,01:06:14,Moorfoot Runners,3
32,Craig Walling,,,01:06:14,Moorfoot Runners,3
32,Colin Williams,,,00:32:38,Moorfoot Runners,4
33,Jura MacMillan,,,00:49:13,Carnethy - Women 2,1
33,Heidi Ross,,,01:13:01,Carnethy - Women 2,2
33,Pippa Dakin,,,01:13:01,Carnethy - Women 2,2
33,Esther Weil,,,01:10:07,Carnethy - Women 2,3
33,Megan Priestley,,,01:10:07,Carnethy - Women 2,3
33,Louise Adams,,,00:41:02,Carnethy - Women 2,4
34,Bartosz Burza,,,00:50:24,Kinross Road Runners - Come Hill or High Water,1
34,Matt Newton,,,01:15:02,Kinross Road Runners - Come Hill or High Water,2
34,Martin Hill,,,01:15:02,Kinross Road Runners - Come Hill or High Water,2
34,Andy Laycock,,,01:10:29,Kinross Road Runners - Come Hill or High Water,3
34,Euan Boyle,,,01:10:29,Kinross Road Runners - Come Hill or High Water,3
34,John Beveridge,,,00:39:01,Kinross Road Runners - Come Hill or High Water,4
35,Kal Sandhu,,,01:02:30,Westies Men C,1
35,Michael Goodger,,,01:13:12,Westies Men C,2
35,Joe Waite,,,01:13:12,Westies Men C,2
35,Alwyn Poulter,,,01:06:55,Westies Men C,3
35,Ally MacInnes,,,01:06:55,Westies Men C,3
35,Ross Anderson,,,00:33:36,Westies Men C,4
36,Damien Theaker,,,00:53:23,Westies M60 A,1
36,Don Reid,,,01:18:57,Westies M60 A,2
36,Marc Roper,,,01:18:57,Westies M60 A,2
36,David Dickson,,,01:09:44,Westies M60 A,3
36,Ian Thurlbeck,,,01:09:44,Westies M60 A,3
36,Michy Anderson,,,00:34:18,Westies M60 A,4
37,Eilidh Dallas,,,00:45:24,Strathearn Swans,1
37,Anna Macdonald,,,01:16:26,Strathearn Swans,2
37,Tasha Myles,,,01:16:26,Strathearn Swans,2
37,Sam Ferguson,,,01:16:33,Strathearn Swans,3
37,Ali Cunningham,,,01:16:33,Strathearn Swans,3
37,Hanna McInally,,,00:38:25,Strathearn Swans,4
38,Helena Carey,,,00:53:31,Forth Valley Orienteers,1
38,Roger Goddard,,,01:06:30,Forth Valley Orienteers,2
38,Will Hensman,,,01:06:30,Forth Valley Orienteers,2
38,Jason Inman,,,01:09:44,Forth Valley Orienteers,3
38,Rob Truswell,,,01:09:44,Forth Valley Orienteers,3
38,Alice McDaid,,,00:47:42,Forth Valley Orienteers,4
39,Cameron Watson,,,00:44:08,Lomond Hill Runners - Vet 50's,1
39,David Turner,,,01:23:30,Lomond Hill Runners - Vet 50's,2
39,Bruce Smith,,,01:23:30,Lomond Hill Runners - Vet 50's,2
39,Adrian Davis,,,01:08:35,Lomond Hill Runners - Vet 50's,3
39,John Smith,,,01:08:35,Lomond Hill Runners - Vet 50's,3
39,Gordon Pryde,,,00:42:43,Lomond Hill Runners - Vet 50's,4
40,Andy Jannetta,,,00:44:23,Benarty Blasters,1
40,Nigel Fowler,,,01:25:56,Benarty Blasters,2
40,Lisa Boyd,,,01:25:56,Benarty Blasters,2
40,James Crozier,,,01:07:53,Benarty Blasters,3
40,Kev Banks,,,01:07:53,Benarty Blasters,3
40,Ian Poolman,,,00:41:02,Benarty Blasters,4
41,Harvey Rankin,,,00:41:45,EFT The Not to be Tri-fled With,1
41,Matt Young,,,01:19:21,EFT The Not to be Tri-fled With,2
41,Gary Paterson,,,01:19:21,EFT The Not to be Tri-fled With,2
41,Paul Stone,,,01:15:33,EFT The Not to be Tri-fled With,3
41,Vicki Stone,,,01:15:33,EFT The Not to be Tri-fled With,3
41,Maher McDonald,,,00:43:04,EFT The Not to be Tri-fled With,4
42,Andy Cross,,,00:54:17,Choose Fife,1
42,Ollie Goddard,,,01:06:55,Choose Fife,2
42,Greg McInnes,,,01:06:55,Choose Fife,2
42,Clive Roberts,,,01:18:19,Choose Fife,3
42,Mhairi McInnes,,,01:18:19,Choose Fife,3
42,John MacPherson,,,00:41:44,Choose Fife,4
43,Raymond Richford,,,00:54:21,Penicuik Harriers - The Peni-Pensioners,1
43,Des Crowe,,,01:14:38,Penicuik Harriers - The Peni-Pensioners,2
43,Stuart Sanderson,,,01:14:38,Penicuik Harriers - The Peni-Pensioners,2
43,Duncan Ball,,,01:09:40,Penicuik Harriers - The Peni-Pensioners,3
43,Rob Wilson,,,01:09:40,Penicuik Harriers - The Peni-Pensioners,3
43,Julian Hall,,,00:44:09,Penicuik Harriers - The Peni-Pensioners,4
44,Stephen Dickson,,,00:53:15,Fife AC - Livin' on a Spare,1
44,Rory Sandilands,,,01:16:36,Fife AC - Livin' on a Spare,2
44,Eric Lalande,,,01:16:36,Fife AC - Livin' on a Spare,2
44,Andy Harley,,,01:11:08,Fife AC - Livin' on a Spare,3
44,Paul Harkins,,,01:11:08,Fife AC - Livin' on a Spare,3
44,Andrew Neenan,,,00:42:09,Fife AC - Livin' on a Spare,4
45,Sam Hanson,,,00:50:57,Musselburgh Devils,1
45,Charles Stable,,,01:22:39,Musselburgh Devils,2
45,Karl Zeiner,,,01:22:39,Musselburgh Devils,2
45,Paul Slifer,,,01:07:19,Musselburgh Devils,3
45,Kieran Gafney,,,01:07:19,Musselburgh Devils,3
45,Roddy Mackenzie,,,00:42:49,Musselburgh Devils,4
46,Ceana Heron,,,01:00:04,Shettleston Harriers - All Stars,1
46,Bill Breckenridge,,,01:12:01,Shettleston Harriers - All Stars,2
46,Alistair Pringle,,,01:12:01,Shettleston Harriers - All Stars,2
46,Myrtle Breckenridge,,,01:13:42,Shettleston Harriers - All Stars,3
46,Jamie Sutherland,,,01:13:42,Shettleston Harriers - All Stars,3
46,Bryony Mcleod,,,00:38:01,Shettleston Harriers - All Stars,4
47,Annaelle Harris,,,00:54:26,Cosmic Hillbashers,1
47,Robert Jobling,,,01:15:18,Cosmic Hillbashers,2
47,Jason Williamson,,,01:15:18,Cosmic Hillbashers,2
47,Elaine Murdoch,,,01:12:43,Cosmic Hillbashers,3
47,Rory Macpherson,,,01:12:43,Cosmic Hillbashers,3
47,John Dalton,,,00:42:44,Cosmic Hillbashers,4
48,David Webb,,,00:54:10,Double D and the CCIPs,1
48,Philip Harrison,,,01:09:32,Double D and the CCIPs,2
48,David Stevens,,,01:09:32,Double D and the CCIPs,2
48,Carol Newman,,,01:13:55,Double D and the CCIPs,3
48,Cat Wright,,,01:13:55,Double D and the CCIPs,3
48,Ioana Moldovan,,,00:47:39,Double D and the CCIPs,4
49,Jenny Priestley,,,00:48:24,Falkland Trail Runners - Squirrel Sisters,1
49,Twig Barber,,,01:23:37,Falkland Trail Runners - Squirrel Sisters,2
49,Abigail Wheel,,,01:23:37,Falkland Trail Runners - Squirrel Sisters,2
49,Amy Westwall Tait,,,01:11:29,Falkland Trail Runners - Squirrel Sisters,3
49,Lynn Stephen,,,01:11:29,Falkland Trail Runners - Squirrel Sisters,3
49,Louise Lessels,,,00:41:52,Falkland Trail Runners - Squirrel Sisters,4
50,Alan Sealey,,,00:51:13,Deeside MV50,1
50,Graeme Anderson,,,01:26:22,Deeside MV50,2
50,Nick Mardall,,,01:26:22,Deeside MV50,2
50,Bob Sheridan,,,01:13:12,Deeside MV50,3
50,Steve Boyd,,,01:13:12,Deeside MV50,3
50,Drew Tivendale,,,00:38:50,Deeside MV50,4
51,Morag McClelland,,,00:44:53,Hunters Bog Trotters - Horrendously Bloodthirsty Trottettes,1
51,Eilis McKechnie,,,01:30:56,Hunters Bog Trotters - Horrendously Bloodthirsty Trottettes,2
51,Vicki White,,,01:30:56,Hunters Bog Trotters - Horrendously Bloodthirsty Trottettes,2
51,Claire Gordon,,,01:10:29,Hunters Bog Trotters - Horrendously Bloodthirsty Trottettes,3
51,Connie Hurton,,,01:10:29,Hunters Bog Trotters - Horrendously Bloodthirsty Trottettes,3
51,Mairi Eades,,,00:43:56,Hunters Bog Trotters - Horrendously Bloodthirsty Trottettes,4
52,Rob Kinder,,,00:51:35,Strathearn Squirrels,1
52,Ross McNaughton,,,01:25:47,Strathearn Squirrels,2
52,Dave Dowse,,,01:25:47,Strathearn Squirrels,2
52,Phill Mestecky,,,01:10:17,Strathearn Squirrels,3
52,Dominic Mestecky,,,01:10:17,Strathearn Squirrels,3
52,John Langley,,,00:42:46,Strathearn Squirrels,4
53,Bryan Grome,,,01:13:22,Linlithgow AC - Wrong Way José,1
53,John Redding,,,01:07:07,Linlithgow AC - Wrong Way José,2
53,Sam O'Neill,,,01:07:07,Linlithgow AC - Wrong Way José,2
53,Sarah Little,,,01:16:04,Linlithgow AC - Wrong Way José,3
53,Liam Cavin,,,01:16:04,Linlithgow AC - Wrong Way José,3
53,José Leon,,,00:35:47,Linlithgow AC - Wrong Way José,4
54,Dan Graves,,,01:00:57,Clydeside Orienteers 1,1
54,Donald Petrie,,,01:21:29,Clydeside Orienteers 1,2
54,Harry Butcher,,,01:21:29,Clydeside Orienteers 1,2
54,Dave Robertson,,,01:13:37,Clydeside Orienteers 1,3
54,Jay Roux,,,01:13:37,Clydeside Orienteers 1,3
54,Simon Gardner,,,00:36:28,Clydeside Orienteers 1,4
55,Laura Murray,,,00:52:36,Deeside Ladies 2,1
55,Katie Henderson,,,01:23:24,Deeside Ladies 2,2
55,Sam Rendall,,,01:23:24,Deeside Ladies 2,2
55,Mabel Barclay,,,01:20:38,Deeside Ladies 2,3
55,Lauren Anderson,,,01:20:38,Deeside Ladies 2,3
55,Eilidh Campbell,,,00:37:57,Deeside Ladies 2,4
56,John McCabe,,,00:54:08,Ayrshire Tatties,1
56,Tommy Begley,,,01:24:50,Ayrshire Tatties,2
56,Alasdair McCallum,,,01:24:50,Ayrshire Tatties,2
56,David White,,,01:08:26,Ayrshire Tatties,3
56,Mark Caldwell,,,01:08:26,Ayrshire Tatties,3
56,Scott Mckendrick,,,00:48:11,Ayrshire Tatties,4
57,Christopher McKiddie,,,00:51:42,Westies M40 A,1
57,Scott Henderson,,,01:18:34,Westies M40 A,2
57,Ian Collins,,,01:18:34,Westies M40 A,2
57,Rod Fleming,,,01:31:29,Westies M40 A,3
57,Chris Furse,,,01:31:29,Westies M40 A,3
57,Niall McAlinden,,,00:34:07,Westies M40 A,4
58,David Hirst,,,00:55:32,Deeside Old Boys,1
58,Alan Smith,,,01:23:48,Deeside Old Boys,2
58,David Croll,,,01:23:48,Deeside Old Boys,2
58,Charlie Ritchie,,,01:20:40,Deeside Old Boys,3
58,Jon Musgrave,,,01:20:40,Deeside Old Boys,3
58,Roger Coombs,,,00:37:09,Deeside Old Boys,4
59,Stuart Bucket,,,00:45:13,Turbo Turtles,1
59,Gerhard Van Zyl,,,01:35:27,Turbo Turtles,2
59,Simon Fox,,,01:35:27,Turbo Turtles,2
59,Aidan O'Byrne,,,01:07:43,Turbo Turtles,3
59,Tom Edmondson,,,01:07:43,Turbo Turtles,3
59,Neil Miller,,,00:49:03,Turbo Turtles,4
60,Philip Williamson,,,00:55:37,Ochil Hill Runners - We're Defo No Over the Hill,1
60,Nick Leslie,,,01:11:26,Ochil Hill Runners - We're Defo No Over the Hill,2
60,Al Preiss,,,01:11:26,Ochil Hill Runners - We're Defo No Over the Hill,2
60,Stuart Neilands,,,01:24:25,Ochil Hill Runners - We're Defo No Over the Hill,3
60,John Donnelly,,,01:24:25,Ochil Hill Runners - We're Defo No Over the Hill,3
60,Derek Ditty,,,00:46:27,Ochil Hill Runners - We're Defo No Over the Hill,4
61,Dave Fulton,,,00:57:01,Hunters Bog Trotters - Hopefully Beating Trottettes,1
61,Pete McClelland,,,01:28:45,Hunters Bog Trotters - Hopefully Beating Trottettes,2
61,Andre Antunes,,,01:28:45,Hunters Bog Trotters - Hopefully Beating Trottettes,2
61,Stuart Mounce,,,01:15:34,Hunters Bog Trotters - Hopefully Beating Trottettes,3
61,Richard Dougal,,,01:15:34,Hunters Bog Trotters - Hopefully Beating Trottettes,3
61,Mark Osthemheimer,,,00:37:28,Hunters Bog Trotters - Hopefully Beating Trottettes,4
62,David Cowan,,,00:53:19,Lomond Hill Runners - Senior,1
62,Laurie Anderson,,,01:37:08,Lomond Hill Runners - Senior,2
62,Tyler Stevenson,,,01:37:08,Lomond Hill Runners - Senior,2
62,Fabienne Thompson,,,01:11:24,Lomond Hill Runners - Senior,3
62,Andy Millar,,,01:11:24,Lomond Hill Runners - Senior,3
62,Sarah Adam,,,00:38:40,Lomond Hill Runners - Senior,4
63,Thomas Roberts,,,00:42:20,EFT's Burdens,1
63,Cameron MacLaren,,,01:21:24,EFT's Burdens,2
63,Chris Nicoll,,,01:21:24,EFT's Burdens,2
63,Alasdair Hood,,,01:40:24,EFT's Burdens,3
63,Lorna Drummond,,,01:40:24,EFT's Burdens,3
63,Alex Deedes,,,00:38:16,EFT's Burdens,4
64,Greig Farmer,,,00:50:28,Perth Tri Club,1
64,Dexter Halley,,,01:25:58,Perth Tri Club,2
64,Mark Cooper,,,01:25:58,Perth Tri Club,2
64,John McLagan,,,01:18:05,Perth Tri Club,3
64,Kyran McManus,,,01:18:05,Perth Tri Club,3
64,Michael Ramsay,,,00:48:10,Perth Tri Club,4
65,Jenn Ruddick,,,00:55:44,Westies Women B,1
65,Meg Stuart,,,01:31:17,Westies Women B,2
65,Sophie Philbrick,,,01:31:17,Westies Women B,2
65,Gaby Macbeth,,,01:18:12,Westies Women B,3
65,Rachel Findlay-Robinson,,,01:18:12,Westies Women B,3
65,Clodagh Mangan,,,00:37:55,Westies Women B,4
66,Lucy Haines,,,00:55:30,Carnethy - Women 3,1
66,Paula Hofmann,,,01:33:04,Carnethy - Women 3,2
66,Michelle Hetherington,,,01:33:04,Carnethy - Women 3,2
66,Rosalind Heron,,,01:14:35,Carnethy - Women 3,3
66,Lucy Ritchie,,,01:14:35,Carnethy - Women 3,3
66,Roanne Lilley,,,00:40:50,Carnethy - Women 3,4
67,David Atkin,,,01:08:56,Westies M50 A,1
67,David Calder,,,01:21:05,Westies M50 A,2
67,Andrew McBride,,,01:21:05,Westies M50 A,2
67,Manny Gorman,,,01:06:00,Westies M50 A,3
67,Brian Bonnyman,,,01:06:00,Westies M50 A,3
67,David Stakes,,,00:49:30,Westies M50 A,4
68,Stephen Freeland,,,00:53:24,Kinross Road Runners - Highway to Hill,1
68,Ally Sinclair,,,01:34:49,Kinross Road Runners - Highway to Hill,2
68,Zhivko Veskov Zhelyazkov,,,01:34:49,Kinross Road Runners - Highway to Hill,2
68,Frazer Munro,,,01:22:03,Kinross Road Runners - Highway to Hill,3
68,Michael Atkinson,,,01:22:03,Kinross Road Runners - Highway to Hill,3
68,Sandy Freck,,,00:37:02,Kinross Road Runners - Highway to Hill,4
69,Nicola Garside,,,00:55:57,Ochil Hill Runners - Ochil Bauchles,1
69,Edel Mooney,,,01:25:13,Ochil Hill Runners - Ochil Bauchles,2
69,Michelle Best,,,01:25:13,Ochil Hill Runners - Ochil Bauchles,2
69,Laura Cox,,,01:25:30,Ochil Hill Runners - Ochil Bauchles,3
69,Collette Ashworth,,,01:25:30,Ochil Hill Runners - Ochil Bauchles,3
