Position,Name,Club,Category,Time,Team,Leg
1,Niall McAlinden,,,00:26:44,Westies: Men's A's,1
1,Thomas Callan,,,01:04:36,Westies: Men's A's,2
1,Sam Alexander,,,01:04:36,Westies: Men's A's,2
1,Gregor Stewart,,,00:46:40,Westies: Men's A's,3
1,Mark Sutherland,,,00:46:40,Westies: Men's A's,3
1,Steven Halsall,,,00:29:04,Westies: Men's A's,4
2,Grant Boyne,,,00:25:25,Shettleston Harriers: Men's A Team,1
2,Ross Gollan,,,01:07:25,Shettleston Harriers: Men's A Team,2
2,Robert Simpson,,,01:07:25,Shettleston Harriers: Men's A Team,2
2,Matt Sullivan,,,00:49:10,Shettleston Harriers: Men's A Team,3
2,Kenny Richmond,,,00:49:10,Shettleston Harriers: Men's A Team,3
2,Ryan Stewart,,,00:27:51,Shettleston Harriers: Men's A Team,4
3,Eóin Lennon,,,00:24:03,Carnethy Hill Runners: Senior Men,1
3,Konrad Rawlik,,,01:10:39,Carnethy Hill Runners: Senior Men,2
3,James Britton,,,01:10:39,Carnethy Hill Runners: Senior Men,2
3,Liam Braby,,,00:48:18,Carnethy Hill Runners: Senior Men,3
3,Andy Fallas,,,00:48:18,Carnethy Hill Runners: Senior Men,3
3,Iain Gilmore,,,00:28:27,Carnethy Hill Runners: Senior Men,4
4,Chris Smithard,,,00:25:21,Ochil Hill Runners: Young Guns,1
4,Jamie Stevenson,,,01:06:19,Ochil Hill Runners: Young Guns,2
4,Steve Feltbower,,,01:06:19,Ochil Hill Runners: Young Guns,2
4,Adam Park,,,00:57:20,Ochil Hill Runners: Young Guns,3
4,Adam Hayward,,,00:57:20,Ochil Hill Runners: Young Guns,3
4,Ross Spalding,,,00:28:36,Ochil Hill Runners: Young Guns,4
5,Donald Gavine,,,00:27:49,Corstorphine AAC,1
5,Tom Ferrington,,,01:09:11,Corstorphine AAC,2
5,Moray Anderson,,,01:09:11,Corstorphine AAC,2
5,Jonathan Carpenter,,,00:53:00,Corstorphine AAC,3
5,James Harrison,,,00:53:00,Corstorphine AAC,3
5,Ewan Brown,,,00:28:16,Corstorphine AAC,4
6,David Wallace,,,00:26:11,Ochil Hill Runners: 3 Daves,1
6,Al Anthony,,,01:10:49,Ochil Hill Runners: 3 Daves,2
6,Dave Eiser,,,01:10:49,Ochil Hill Runners: 3 Daves,2
6,Graeme Campbell,,,00:53:00,Ochil Hill Runners: 3 Daves,3
6,Ewan Jack,,,00:53:00,Ochil Hill Runners: 3 Daves,3
6,Dave Godfree,,,00:29:53,Ochil Hill Runners: 3 Daves,4
7,Graham Nash,,,00:27:02,Carnethy Hill Runners: Men V40,1
7,Dessie Flanagan,,,01:12:48,Carnethy Hill Runners: Men V40,2
7,Stewart Whitlie,,,01:12:48,Carnethy Hill Runners: Men V40,2
7,Michael Reid,,,00:51:10,Carnethy Hill Runners: Men V40,3
7,Mark Johnston,,,00:51:10,Carnethy Hill Runners: Men V40,3
7,Simon Titmus,,,00:31:36,Carnethy Hill Runners: Men V40,4
8,Walter Henderson,,,00:29:18,Shettleston Harriers: Men's V40 Team,1
8,Jethro Lennox,,,01:07:42,Shettleston Harriers: Men's V40 Team,2
8,Peter Mackie,,,01:07:42,Shettleston Harriers: Men's V40 Team,2
8,Steve Winter,,,00:53:00,Shettleston Harriers: Men's V40 Team,3
8,Bill Breckenridge,,,00:53:00,Shettleston Harriers: Men's V40 Team,3
8,John Connaghan,,,00:35:35,Shettleston Harriers: Men's V40 Team,4
9,Craig Jardine,,,00:25:23,Cambuslang Harriers,1
9,Ben Hukins,,,01:13:31,Cambuslang Harriers,2
9,Fraser Stewart,,,01:13:31,Cambuslang Harriers,2
9,Colin Donnelly,,,00:54:06,Cambuslang Harriers,3
9,Richard Carr,,,00:54:06,Cambuslang Harriers,3
9,Chris Upson,,,00:32:46,Cambuslang Harriers,4
10,Eilish McKechenie,,,00:30:39,HBT: Satan's Mixed Burdens Ensemble,1
10,Jill Stephen,,,01:13:59,HBT: Satan's Mixed Burdens Ensemble,2
10,Georgia Tindley,,,01:13:59,HBT: Satan's Mixed Burdens Ensemble,2
10,Pete Gardner,,,00:52:22,HBT: Satan's Mixed Burdens Ensemble,3
10,Craig Freshwater,,,00:52:22,HBT: Satan's Mixed Burdens Ensemble,3
10,James Dunn,,,00:29:33,HBT: Satan's Mixed Burdens Ensemble,4
11,Jennie Gloss,,,00:32:52,Edinburgh University: Haries Mixed,1
11,Tim Morgan,,,01:08:45,Edinburgh University: Haries Mixed,2
11,Gregor Malcolm,,,01:08:45,Edinburgh University: Haries Mixed,2
11,Polly Edwards,,,01:01:23,Edinburgh University: Haries Mixed,3
11,Katie Hall,,,01:01:23,Edinburgh University: Haries Mixed,3
11,Jacob Adkin,,,00:26:01,Edinburgh University: Haries Mixed,4
12,Euan Rose,,,00:27:06,Glasgow University: Hares and Hounds Men's,1
12,Neil Wilson,,,01:12:14,Glasgow University: Hares and Hounds Men's,2
12,Finlay Todd,,,01:12:14,Glasgow University: Hares and Hounds Men's,2
12,Tom Hartley,,,00:58:40,Glasgow University: Hares and Hounds Men's,3
12,William Bryant,,,00:58:40,Glasgow University: Hares and Hounds Men's,3
12,Iain Ballantyne,,,00:34:30,Glasgow University: Hares and Hounds Men's,4
13,Harvey Rankin,,,00:26:51,Fife AC: Young Men,1
13,Robert Sparks,,,01:14:07,Fife AC: Young Men,2
13,Sam Fernando,,,01:14:07,Fife AC: Young Men,2
13,Iain McWhinnie,,,00:56:02,Fife AC: Young Men,3
13,Craig Morris,,,00:56:02,Fife AC: Young Men,3
13,Gavin McWhinnie,,,00:36:20,Fife AC: Young Men,4
14,Duncan Barrable,,,00:29:32,Fife AC: MV40,1
14,Olivier Penacchio,,,01:16:30,Fife AC: MV40,2
14,Stuart Buckett,,,01:16:30,Fife AC: MV40,2
14,Hendrik van Rensburg,,,00:58:58,Fife AC: MV40,3
14,Rick Booth,,,00:58:58,Fife AC: MV40,3
14,Mike McDonald,,,00:33:48,Fife AC: MV40,4
15,Gillian Godfree,,,00:33:07,Ochil Hill Runners: Passed Sell By,1
15,Andrea Priestley,,,01:22:09,Ochil Hill Runners: Passed Sell By,2
15,Edel Mooney,,,01:22:09,Ochil Hill Runners: Passed Sell By,2
