Position,Name,Club,Category,Time,Team,Leg
1,Will Rigg,,,00:48:15,Carnethy HRC Open Sen 1,1
1,Andrew Fallas,,,00:59:08,Carnethy HRC Open Sen 1,2
1,Finn Lydon,,,00:59:08,Carnethy HRC Open Sen 1,2
1,Alexander Chepelin,,,00:51:21,Carnethy HRC Open Sen 1,3
1,Ali Masson,,,00:51:21,Carnethy HRC Open Sen 1,3
1,Tom Lines,,,00:39:38,Carnethy HRC Open Sen 1,4
2,Lloyd Clayburn,,,00:51:03,Shettleston Dibbers,1
2,Ross Gollan,,,00:58:48,Shettleston Dibbers,2
2,Tom Owens,,,00:58:48,Shettleston Dibbers,2
2,Ali McLeod,,,00:51:11,Shettleston Dibbers,3
2,Rob Simpson,,,00:51:11,Shettleston Dibbers,3
2,Mike Deason,,,00:39:07,Shettleston Dibbers,4
3,Niall McAlinden,,,00:45:35,Westies Super T,1
3,Sam Alexander,,,00:57:33,Westies Super T,2
3,Thomas Callan,,,00:57:33,Westies Super T,2
3,Will Beresford,,,00:58:42,Westies Super T,3
3,Rob Hamlin,,,00:58:42,Westies Super T,3
3,James Bowden,,,00:41:36,Westies Super T,4
4,Ben Murphy,,,00:49:24,HBT Men A,1
4,Mark Shankey,,,01:00:24,HBT Men A,2
4,Tom Martyn,,,01:00:24,HBT Men A,2
4,Peter Gardner,,,00:55:43,HBT Men A,3
4,Kai Hugtenburg,,,00:55:43,HBT Men A,3
4,Oleg Chepelin,,,00:41:01,HBT Men A,4
5,Harry Cooling,,,00:48:08,Fellkour Squad,1
5,Sam Fisher,,,01:01:01,Fellkour Squad,2
5,Pete Harrison,,,01:01:01,Fellkour Squad,2
5,Ben Van Dijk,,,00:55:41,Fellkour Squad,3
5,Mark Austin,,,00:55:41,Fellkour Squad,3
5,David Cope,,,00:41:54,Fellkour Squad,4
6,Pete Mackie,,,00:50:40,Shettleston Aging Gracefully,1
6,Kenny Richmond,,,00:59:24,Shettleston Aging Gracefully,2
6,Jethro Lennox,,,00:59:24,Shettleston Aging Gracefully,2
6,John Connaghan,,,00:57:03,Shettleston Aging Gracefully,3
6,Chris Pantrey,,,00:57:03,Shettleston Aging Gracefully,3
6,Steve Winter,,,00:43:06,Shettleston Aging Gracefully,4
7,James Britton,,,00:44:59,Carnethy HRC MV40,1
7,Dessie Flanagan,,,00:58:49,Carnethy HRC MV40,2
7,Eliot Sedman,,,00:58:49,Carnethy HRC MV40,2
7,Michael Reid,,,01:05:04,Carnethy HRC MV40,3
7,Drew Sharkey,,,01:05:04,Carnethy HRC MV40,3
7,Mark Johnston,,,00:43:24,Carnethy HRC MV40,4
8,Shaun Cumming,,,00:51:02,The Incredible Tartan Soldiers,1
8,Andrew Gilmore,,,00:59:48,The Incredible Tartan Soldiers,2
8,Gordon Lennox,,,00:59:48,The Incredible Tartan Soldiers,2
8,Alexander Beaven,,,00:57:04,The Incredible Tartan Soldiers,3
8,Rob Sinclair,,,00:57:04,The Incredible Tartan Soldiers,3
8,Ryan McKenzie,,,00:45:00,The Incredible Tartan Soldiers,4
9,Lewis Taylor,,,00:47:35,"Ochil Hill Runners ""Tarmangenies""",1
9,Ross Spalding,,,01:03:36,"Ochil Hill Runners ""Tarmangenies""",2
9,Ross Brannigan,,,01:03:36,"Ochil Hill Runners ""Tarmangenies""",2
9,Mark Baugh,,,01:02:35,"Ochil Hill Runners ""Tarmangenies""",3
9,Grant Baxter,,,01:02:35,"Ochil Hill Runners ""Tarmangenies""",3
9,Steve Feltbower,,,00:40:20,"Ochil Hill Runners ""Tarmangenies""",4
10,Tom Harris,,,00:45:43,Hill Yeah,1
10,Jamie McLaren,,,01:02:01,Hill Yeah,2
10,Ralph McInally,,,01:02:01,Hill Yeah,2
10,Harry Pullham,,,00:59:51,Hill Yeah,3
10,Ross Coles,,,00:59:51,Hill Yeah,3
10,Euan Durnberger,,,00:51:30,Hill Yeah,4
11,Graeme Campbell,,,00:49:22,"Ochil Hill Runners ""Cleuchie Dumplings""",1
11,Mark Cuthbertson,,,01:08:13,"Ochil Hill Runners ""Cleuchie Dumplings""",2
