Position,Name,Club,Category,Time,Team,Leg
1,James Britton,,,00:24:07,Carnethy Men,1
1,Eoin Lennon,,,01:03:47,Carnethy Men,2
1,Andy Fallas,,,01:03:47,Carnethy Men,2
1,Liam Braby,,,00:51:38,Carnethy Men,3
1,Elliot Sedman,,,00:51:38,Carnethy Men,3
1,Finn Lydau,,,00:24:46,Carnethy Men,4
2,Jamie Burns,,,00:24:24,Shettleston Harriers A,1
2,Robert Simpson,,,01:02:36,Shettleston Harriers A,2
2,Ryan Stewart,,,01:02:36,Shettleston Harriers A,2
2,Matt Sullivan,,,00:51:29,Shettleston Harriers A,3
2,Mike Deason,,,00:51:29,Shettleston Harriers A,3
2,David Houston,,,00:27:09,Shettleston Harriers A,4
3,Gwyn Bellamy,,,00:24:48,Westies Buckie,1
3,Iain Docwra,,,01:02:56,Westies Buckie,2
3,Sam Alexander,,,01:02:56,Westies Buckie,2
3,Gregor Stewart,,,00:52:24,Westies Buckie,3
3,Tom Callan,,,00:52:24,Westies Buckie,3
3,Rob Hamlin,,,00:27:40,Westies Buckie,4
4,Jethro Lennox,,,00:24:37,Shettleston Harriers V40,1
4,Kenny Richmond,,,01:05:20,Shettleston Harriers V40,2
4,John Connaghan,,,01:05:20,Shettleston Harriers V40,2
4,Steve Winter,,,00:52:35,Shettleston Harriers V40,3
4,Walter Henderson,,,00:52:35,Shettleston Harriers V40,3
4,Peter Mackie,,,00:28:11,Shettleston Harriers V40,4
5,Jamie McLaren,,,00:24:58,Strathclyde University Harriers,1
5,Ross Coles,,,01:13:34,Strathclyde University Harriers,2
5,Tom Harris,,,01:13:34,Strathclyde University Harriers,2
5,Jack McKenna,,,00:53:08,Strathclyde University Harriers,3
5,Benjamin Hindlay,,,00:53:08,Strathclyde University Harriers,3
5,Harry Pulham,,,00:26:20,Strathclyde University Harriers,4
6,Iain McWhinnie,,,00:24:08,Fife AC Young Men,1
6,Chris Russell,,,01:14:20,Fife AC Young Men,2
6,Scott Cassidy,,,01:14:20,Fife AC Young Men,2
6,Craig Morris,,,00:52:40,Fife AC Young Men,3
6,Sam Fernando,,,00:52:40,Fife AC Young Men,3
6,Gavin McWhinnie,,,00:29:10,Fife AC Young Men,4
7,Ewan Crawford,,,00:24:42,HBT Satan's Burdens Squaddies,1
7,Ben Murphy,,,01:16:23,HBT Satan's Burdens Squaddies,2
7,Craig Freshwater,,,01:16:23,HBT Satan's Burdens Squaddies,2
7,Luke Park,,,00:52:12,HBT Satan's Burdens Squaddies,3
7,Peter Gardener,,,00:52:12,HBT Satan's Burdens Squaddies,3
7,Chris Walsh,,,00:27:16,HBT Satan's Burdens Squaddies,4
8,Peter Hodkinson,,,00:23:33,HBT Hoppy Beer's Tremendous,1
8,James Waldie,,,01:23:44,HBT Hoppy Beer's Tremendous,2
8,Jimmy Dun,,,01:23:44,HBT Hoppy Beer's Tremendous,2
8,Alex Luetchford,,,00:51:58,HBT Hoppy Beer's Tremendous,3
8,Doug Tullie,,,00:51:58,HBT Hoppy Beer's Tremendous,3
8,Jonny Crickmore,,,00:22:50,HBT Hoppy Beer's Tremendous,4
9,Graham Nash,,,00:26:37,Carnethy Men V40,1
9,Dessie Flanagan,,,01:13:03,Carnethy Men V40,2
9,James Britton,,,01:13:03,Carnethy Men V40,2
9,Mark Johnston,,,00:53:50,Carnethy Men V40,3
9,Mike Reid,,,00:53:50,Carnethy Men V40,3
9,Stewart Whittlie,,,00:30:13,Carnethy Men V40,4
10,Jessie Dahl,,,00:31:36,Carnethy Mixed A,1
10,Iain Gilmore,,,01:09:04,Carnethy Mixed A,2
10,Konrad Rawlick,,,01:09:04,Carnethy Mixed A,2
10,Angela Mudge,,,00:58:23,Carnethy Mixed A,3
10,Helen Fallas,,,00:58:23,Carnethy Mixed A,3
10,Mark Lunt,,,00:27:26,Carnethy Mixed A,4
11,Ewan Jack,,,00:27:04,Ochil HR Parcel of Rogues,1
11,David Godfree,,,01:16:17,Ochil HR Parcel of Rogues,2
11,James Ashworth,,,01:16:17,Ochil HR Parcel of Rogues,2
11,Grant Baxter,,,00:53:42,Ochil HR Parcel of Rogues,3
