Position,Name,Club,Category,Time,Team,Leg
1,S Whitlie,,,0:36:23,Carnethy A,1
1,A Ward,,,0:36:23,Carnethy A,1
1,J Thin,,,0:28:46,Carnethy A,2
1,B Connor,,,0:46:20,Carnethy A,3
1,A Spenceley,,,0:46:20,Carnethy A,3
1,M Johnston,,,0:36:09,Carnethy A,4
2,D McGonigle,,,0:36:08,Shettleston,1
2,D Crowe,,,0:36:08,Shettleston,1
2,M Patterson,,,0:30:34,Shettleston,2
2,J Lennox,,,0:47:18,Shettleston,3
2,I Lewis,,,0:47:18,Shettleston,3
2,M Graham,,,0:34:40,Shettleston,4
3,T Scott,,,0:39:37,Fife A,1
3,B Cruickshank,,,0:39:37,Fife A,1
3,C Russell,,,0:29:14,Fife A,2
3,A Davis,,,0:45:31,Fife A,3
3,D Anderson,,,0:45:31,Fife A,3
3,G Bee,,,0:34:28,Fife A,4
4,S Rivers,,,0:38:50,Cosmic A,1
4,J Buchan,,,0:38:50,Cosmic A,1
4,D Whitehead,,,0:25:37,Cosmic A,2
4,T Griffin,,,0:46:53,Cosmic A,3
4,P Sheard,,,0:46:53,Cosmic A,3
4,K Varney,,,0:38:40,Cosmic A,4
5,C Eades,,,0:39:23,Lothian A,1
5,S Fraser,,,0:39:23,Lothian A,1
5,T Brand,,,0:27:09,Lothian A,2
5,D Godfree,,,0:47:27,Lothian A,3
5,T Lenton,,,0:47:27,Lothian A,3
5,M Robertson,,,0:38:53,Lothian A,4
6,R Gallacher,,,0:36:42,Westerlands A,1
6,D Rodwell,,,0:36:42,Westerlands A,1
6,M Gorman,,,0:30:36,Westerlands A,2
6,G Thompsett,,,0:54:47,Westerlands A,3
6,S McLoone,,,0:54:47,Westerlands A,3
6,B Bonnyman,,,0:38:23,Westerlands A,4
7,M James,,,0:42:46,Carnethy B,1
7,J Blair-Fish,,,0:42:46,Carnethy B,1
7,W Mykura,,,0:31:47,Carnethy B,2
7,A Patience,,,0:54:58,Carnethy B,3
7,R Stout,,,0:54:58,Carnethy B,3
7,L Ottemoller,,,0:36:34,Carnethy B,4
8,J Clark,,,0:42:51,Ochil A,1
8,S Simpson,,,0:42:51,Ochil A,1
8,J Reeve,,,0:30:36,Ochil A,2
