Position,Name,Club,Category,Time,Team,Leg
1,D Simmons,,,00:40:59,Lothian A,1
1,A Merdes,,,00:40:59,Lothian A,1
1,G Ackland,,,00:29:19,Lothian A,2
1,A Kitchin,,,00:54:12,Lothian A,3
1,T Lenton,,,00:54:12,Lothian A,3
1,R Milne,,,00:39:55,Lothian A,4
2,D Murray,,,00:41:50,Ochil Young Guns,1
2,J Clark,,,00:41:50,Ochil Young Guns,1
2,A Anthony,,,00:28:36,Ochil Young Guns,2
2,I Wellock,,,01:00:21,Ochil Young Guns,3
2,S Simpson,,,01:00:21,Ochil Young Guns,3
2,C Walker,,,00:37:26,Ochil Young Guns,4
3,T Scott,,,00:41:42,Fife A,1
3,N Young,,,00:41:42,Fife A,1
3,M Mitchell,,,00:31:11,Fife A,2
3,A Davis,,,00:58:50,Fife A,3
3,I Overton,,,00:58:50,Fife A,3
3,H McKay,,,00:39:38,Fife A,4
4,P Belcher,,,00:40:30,Pitreavie A,1
4,D Smith,,,00:40:30,Pitreavie A,1
4,J Newsom,,,00:26:19,Pitreavie A,2
4,B Davie,,,01:06:21,Pitreavie A,3
4,C Watson,,,01:06:21,Pitreavie A,3
4,N Cunningham,,,00:38:19,Pitreavie A,4
5,S Whitlie,,,00:36:08,Carnethy A,1
5,A Ward,,,00:36:08,Carnethy A,1
5,M Johnston,,,00:26:13,Carnethy A,2
5,G MacInnes,,,01:11:48,Carnethy A,3
5,A Anderson,,,01:11:48,Carnethy A,3
5,L Ottermoller,,,00:37:27,Carnethy A,4
6,D Whitehead,,,00:25:50,Cosmic A open,2
7,S Knowles,,,00:42:22,Fife Vets,1
7,L Anderson,,,00:42:22,Fife Vets,1
7,R Mill,,,00:30:11,Fife Vets,2
7,M Laing,,,01:04:11,Fife Vets,3
7,D Anderson,,,01:04:11,Fife Vets,3
7,B Aitken,,,00:39:20,Fife Vets,4
8,P Walder,,,00:39:07,Shettleston A,1
8,I Lewis,,,00:39:07,Shettleston A,1
8,D Cummins,,,00:28:59,Shettleston A,2
8,J Lennox,,,01:09:52,Shettleston A,3
8,B Rattray,,,01:09:52,Shettleston A,3
8,J McKay,,,00:39:05,Shettleston A,4
9,D Crowe,,,00:36:03,Shettleston Vets,1
9,D McGonigle,,,00:36:03,Shettleston Vets,1
9,E Burns,,,00:38:40,Shettleston Vets,2
9,M Patterson,,,01:03:44,Shettleston Vets,3
9,A Davenhill,,,01:03:44,Shettleston Vets,3
9,P Carton,,,00:41:15,Shettleston Vets,4
10,P Buchanan,,,00:41:44,Ochil Old Gits,1
10,R McCraw,,,00:41:44,Ochil Old Gits,1
10,J Stevenson,,,00:30:35,Ochil Old Gits,2
10,J Gallacher,,,01:01:57,Ochil Old Gits,3
10,R Watson,,,01:01:57,Ochil Old Gits,3
10,V Crampton,,,00:45:56,Ochil Old Gits,4
11,S Moffat,,,00:49:02,Fife B,1
11,A Bagnall,,,00:49:02,Fife B,1
11,I Poolman,,,00:33:28,Fife B,2
11,G Thomson,,,01:03:09,Fife B,3
11,N Fowler,,,01:03:09,Fife B,3
11,J Murdoch,,,00:41:48,Fife B,4
12,D McDonald,,,00:48:55,HBT mixed,1
12,J Smith,,,00:48:55,HBT mixed,1
12,C Thomas,,,00:40:42,HBT mixed,2
12,D Baker,,,00:55:46,HBT mixed,3
12,M Clark,,,00:55:46,HBT mixed,3
12,D Wright,,,00:43:04,HBT mixed,4
13,J Lang,,,00:46:59,EZ Carnegie Vets,1
13,A Macauley,,,00:46:59,EZ Carnegie Vets,1
13,S Bennett,,,00:29:01,EZ Carnegie Vets,2
13,T Bone,,,01:10:34,EZ Carnegie Vets,3
13,D McGarry,,,01:10:34,EZ Carnegie Vets,3
13,I Johnston,,,00:43:54,EZ Carnegie Vets,4
14,G Robinson,,,00:43:47,Westerlands B,1
14,M MacLeod,,,00:43:47,Westerlands B,1
14,D Reid,,,00:30:36,Westerlands B,2
14,J Donnelly,,,01:16:10,Westerlands B,3
14,S Gorgas,,,01:16:10,Westerlands B,3
14,J Slowe,,,00:40:01,Westerlands B,4
15,J Hardy,,,00:48:23,Lomond HR A,1
15,D McLean,,,00:48:23,Lomond HR A,1
15,E McIllraith,,,00:29:05,Lomond HR A,2
15,G Pryde,,,01:07:32,Lomond HR A,3
15,N Martin,,,01:07:32,Lomond HR A,3
15,D Jublonski,,,00:48:00,Lomond HR A,4
16,D McDonald,,,00:43:54,Dundee HH A,1
16,S Mason,,,00:43:54,Dundee HH A,1
16,C Love,,,00:31:58,Dundee HH A,2
16,A Wilson,,,01:17:04,Dundee HH A,3
16,G Watson,,,01:17:04,Dundee HH A,3
16,N Gunstone,,,00:40:27,Dundee HH A,4
17,W Rennie,,,00:43:58,Kinross RR A male,1
17,J Dobson,,,00:43:58,Kinross RR A male,1
17,D Batchelor,,,00:37:20,Kinross RR A male,2
17,I Parlin,,,01:04:42,Kinross RR A male,3
17,P Buchanan,,,01:04:42,Kinross RR A male,3
17,R Shah,,,00:47:55,Kinross RR A male,4
18,T Andrews,,,00:47:27,Wee County A,1
18,D Killin,,,00:47:27,Wee County A,1
18,M Quinn,,,00:31:59,Wee County A,2
18,S Pask,,,01:13:10,Wee County A,3
18,M Thomson,,,01:13:10,Wee County A,3
18,D McAra,,,00:41:22,Wee County A,4
19,A West,,,00:50:37,EZ Carnegie mixed,1
19,I Armstrong,,,00:50:37,EZ Carnegie mixed,1
19,R Cunningham,,,00:29:54,EZ Carnegie mixed,2
19,S Legge,,,01:12:48,EZ Carnegie mixed,3
19,F Thompson,,,01:12:48,EZ Carnegie mixed,3
19,I Patterson,,,00:43:51,EZ Carnegie mixed,4
