Position,Name,Club,Category,Time,Team,Leg
34,Andrew Sutherland,,,00:27:25,Maryhill Harriers A,3
34,Craig White & Gianluca Carelli,,,00:51:01,Maryhill Harriers A,4
35,Keren McPherson,,,00:34:30,Fife AC & Ladies Vets,1
35,Louise Burt,,,01:23:52,Fife AC & Ladies Vets,2
35,Susan Harley,,,01:23:52,Fife AC & Ladies Vets,2
35,Janet McWhinnie,,,00:30:41,Fife AC & Ladies Vets,3
35,Hilary Ritchie & Sarah Legge,,,00:49:24,Fife AC & Ladies Vets,4
36,Kevin Anderson,,,00:33:27,Penicuik Harriers Men,1
36,Duncan Ball,,,01:26:21,Penicuik Harriers Men,2
36,Julian Hall,,,01:26:21,Penicuik Harriers Men,2
36,Ian Forrest,,,00:36:30,Penicuik Harriers Men,3
36,Rob Wilson & Carl Proctor,,,00:43:05,Penicuik Harriers Men,4
37,Drew Tivendale,,,00:28:55,Deeside Leftovers,1
37,Ewan Kerridge,,,01:24:33,Deeside Leftovers,2
37,Sam Long,,,01:24:33,Deeside Leftovers,2
37,Peter Martin,,,00:42:39,Deeside Leftovers,3
37,Peter Henry & David Hirst,,,00:43:21,Deeside Leftovers,4
38,Sam Randall,,,00:34:44,Deeside Ladies,1
38,Ruth Mackenzie,,,01:21:56,Deeside Ladies,2
38,Steph Provan,,,01:21:56,Deeside Ladies,2
38,Jane Kerridge,,,00:32:21,Deeside Ladies,3
38,Clare Martin & Gaylr Tait,,,00:50:46,Deeside Ladies,4
39,Wendy Duigan,,,00:31:00,Strathearn Harriers Women,1
39,Rhian Evans,,,01:25:54,Strathearn Harriers Women,2
39,Emily Greaves,,,01:25:54,Strathearn Harriers Women,2
39,Angela Mackenzie,,,00:29:26,Strathearn Harriers Women,3
39,Wendy Taylor & Cathy Tilbrook,,,00:53:47,Strathearn Harriers Women,4
40,Lee Strachan,,,00:31:15,Wormit Whippets,1
40,Keith Taylor,,,01:28:19,Wormit Whippets,2
40,Dave T Shepherd,,,01:28:19,Wormit Whippets,2
40,James Gibson,,,00:32:31,Wormit Whippets,3
40,Nick Johnson & Mike Forbes,,,00:50:19,Wormit Whippets,4
41,Graham Ramsay,,,00:35:58,Shettleston Mixed,1
41,Al Pringle,,,01:15:38,Shettleston Mixed,2
41,Bill Maxwell,,,01:15:38,Shettleston Mixed,2
41,John Duffy,,,00:28:27,Shettleston Mixed,3
41,Christine Paterson & Malcolm Patterson,,,01:02:43,Shettleston Mixed,4
42,John Quinn,,,00:33:39,Westerlands V50,1
42,David Atkin,,,01:22:59,Westerlands V50,2
42,Don Reid,,,01:22:59,Westerlands V50,2
42,Gibson Fleming,,,00:33:57,Westerlands V50,3
42,Jim Lambert & Murdo MacLeod,,,00:50:18,Westerlands V50,4
43,Christine Cormack,,,00:38:52,Kinnoul Runners UP,1
43,Barry McGuire,,,01:20:42,Kinnoul Runners UP,2
43,Dave McElnea,,,01:20:42,Kinnoul Runners UP,2
43,Rob Jarvis,,,00:35:46,Kinnoul Runners UP,3
43,Gillian McGuire & Anne McElnea,,,00:51:18,Kinnoul Runners UP,4
44,Jennifer Newton,,,00:39:25,Fife AC (Nigel Fowler),1
44,Ian Poolman,,,01:26:15,Fife AC (Nigel Fowler),2
44,Daniel Clarke,,,01:26:15,Fife AC (Nigel Fowler),2
44,Frank Popham,,,00:33:01,Fife AC (Nigel Fowler),3
44,Lisa Gamble & Nigel Fowler,,,00:48:05,Fife AC (Nigel Fowler),4
45,Mark Hamilton,,,00:33:40,Kilmarnock Harriers,1
45,David White,,,01:26:07,Kilmarnock Harriers,2
45,Alasdair Murray,,,01:26:07,Kilmarnock Harriers,2
45,Stephen Gilmour,,,00:29:44,Kilmarnock Harriers,3
45,John Gebbie & Roderick Pugh,,,00:57:24,Kilmarnock Harriers,4
46,Sasha Chepelin,,,00:26:46,Cosmic Men,1
46,Chris Tomlin,,,01:42:14,Cosmic Men,2
46,Stuart Smith,,,01:42:14,Cosmic Men,2
46,Alan Cormack,,,00:35:18,Cosmic Men,3
46,Mark Stockton & Colin Russell,,,00:42:55,Cosmic Men,4
47,Steven Simpson,,,00:31:28,Norham RC,1
47,Tim McCall,,,01:42:30,Norham RC,2
47,William Pickett,,,01:42:30,Norham RC,2
47,Gary Morton,,,00:29:56,Norham RC,3
47,Mike Jones & Les Turnbull,,,00:43:35,Norham RC,4
48,Mathhew McCullagh,,,00:33:34,Kinnoul Runners Down,1
48,John Harper,,,01:25:36,Kinnoul Runners Down,2
48,Andrew Blaikie,,,01:25:36,Kinnoul Runners Down,2
48,Claire Douglas,,,00:31:50,Kinnoul Runners Down,3
48,Laura Jarvis & Rachel Blaikie,,,00:56:51,Kinnoul Runners Down,4
49,Morag McCracken,,,00:31:07,HBT Browned Off,1
49,Alistair Hindle,,,01:25:55,HBT Browned Off,2
49,Dan Clements,,,01:25:55,HBT Browned Off,2
49,Sarah O'Neil,,,00:45:33,HBT Browned Off,3
49,Will Mair & Stewart Barrie,,,00:46:43,HBT Browned Off,4
50,Timothy Grieve,,,00:33:31,Anster Haddies E,1
50,Glenn Rickman,,,01:25:28,Anster Haddies E,2
50,Richard Shaw,,,01:25:28,Anster Haddies E,2
50,Alan Gibson,,,00:34:54,Anster Haddies E,3
50,George Findlay & Bill Simpson,,,00:55:39,Anster Haddies E,4
51,Amy Porteous,,,00:39:04,The Stormers,1
51,Bob Allison,,,01:36:11,The Stormers,2
51,Simon Fox,,,01:36:11,The Stormers,2
51,Jonny Logan,,,00:29:01,The Stormers,3
51,Rhona Van Rensburg & Sheena Logan,,,00:46:02,The Stormers,4
52,Claire Houston,,,00:34:07,Central AC Ladies,1
52,Hazel Dean,,,01:24:52,Central AC Ladies,2
52,Lyndsay Morrison,,,01:24:52,Central AC Ladies,2
52,Jane Waterhouse,,,00:34:16,Central AC Ladies,3
52,Kate Weldon & Trish Milne,,,00:57:33,Central AC Ladies,4
53,Jonathan Weir,,,00:33:17,Loch Tayside +2,1
53,Stephen Rawlinson,,,01:32:18,Loch Tayside +2,2
53,Callum Gilhooley,,,01:32:18,Loch Tayside +2,2
53,Dan Watson,,,00:29:40,Loch Tayside +2,3
53,Herbie McLean & Trevor Shaw,,,00:56:16,Loch Tayside +2,4
54,Gail Murdoch,,,00:34:05,Carnegie Harriers Ladies,1
54,Fabienne Thompson,,,01:26:21,Carnegie Harriers Ladies,2
54,Jackie MacIntyre,,,01:26:21,Carnegie Harriers Ladies,2
54,Karen Kennedy,,,00:33:58,Carnegie Harriers Ladies,3
54,Melanie Sinclair & Isobel Burnett,,,00:58:11,Carnegie Harriers Ladies,4
55,Blair Cairnie,,,00:37:59,Tartan Tarahumara,1
55,David Clark,,,01:30:07,Tartan Tarahumara,2
55,Simon Dobbs,,,01:30:07,Tartan Tarahumara,2
55,Brian Dick,,,00:30:18,Tartan Tarahumara,3
55,Mark Ritchie & Brian Simpson,,,00:54:32,Tartan Tarahumara,4
56,Mary Lye,,,00:33:56,Carnethy Ladies B,1
56,Lindsey Sugden,,,01:36:00,Carnethy Ladies B,2
56,Juliette Camburn,,,01:36:00,Carnethy Ladies B,2
56,Joanne Anderson,,,00:34:56,Carnethy Ladies B,3
56,Kate Friend & Helen Wise,,,00:49:14,Carnethy Ladies B,4
57,Emma Birnie,,,00:32:21,Bellahouston RR C,1
57,Ciara Baxter,,,01:47:54,Bellahouston RR C,2
57,Jim Robinson,,,01:47:54,Bellahouston RR C,2
57,Elsie Downham,,,00:33:11,Bellahouston RR C,3
57,Stuart Mathieson & Gordon Clements,,,00:40:48,Bellahouston RR C,4
58,Marsha Jenkins,,,00:41:27,Tinto Hill Runners,1
58,Alistair Cox,,,01:24:21,Tinto Hill Runners,2
58,Alick Walkingshaw,,,01:24:21,Tinto Hill Runners,2
58,Hugh McPherson,,,00:38:42,Tinto Hill Runners,3
58,Chris Huntley & Simon Turner,,,00:51:50,Tinto Hill Runners,4
59,Neil McLure,,,00:35:46,Bosun's Locker,1
59,Jamie Adams,,,01:36:59,Bosun's Locker,2
59,Patrick Cadell,,,01:36:59,Bosun's Locker,2
59,Russell Aitken,,,00:38:42,Bosun's Locker,3
59,Neil Aitken & Stephen Hannay,,,00:45:15,Bosun's Locker,4
60,Jan Dawson,,,00:36:59,Penicuik Harriers Ladies,1
60,Hillary Holding,,,01:28:54,Penicuik Harriers Ladies,2
60,Sarah McKechney,,,01:28:54,Penicuik Harriers Ladies,2
60,Susie Maxwell,,,00:37:09,Penicuik Harriers Ladies,3
60,Sadie Kemp & Andrea Wilson,,,00:55:05,Penicuik Harriers Ladies,4
61,David Marshal,,,00:30:31,Linlithgow,1
61,Angus Gallie,,,01:45:46,Linlithgow,2
61,Paul Duochenko,,,01:45:46,Linlithgow,2
61,Graeme Lawson,,,00:34:30,Linlithgow,3
61,David Mason & Donald Stark,,,00:49:53,Linlithgow,4
62,Andy Caulkett,,,00:34:57,Lomonds Not & Quite Mixed,1
62,Brian Landels,,,01:38:48,Lomonds Not & Quite Mixed,2
62,David Osborn,,,01:38:48,Lomonds Not & Quite Mixed,2
62,Mel Nicol,,,00:32:59,Lomonds Not & Quite Mixed,3
62,Alan Graham & Richard Gatehouse,,,00:54:06,Lomonds Not & Quite Mixed,4
63,Ken Wilson,,,00:39:15,Beacon Men,1
63,Bobby Summers,,,01:32:11,Beacon Men,2
63,David Lyon,,,01:32:11,Beacon Men,2
63,Patrick Leask,,,00:36:38,Beacon Men,3
63,Malcolm Macfie & George Lees,,,00:53:14,Beacon Men,4
64,Alistair Outread,,,00:37:14,Wee County Harriers 3,1
64,Sandy Dunn,,,01:41:52,Wee County Harriers 3,2
64,Trevor Andrews,,,01:41:52,Wee County Harriers 3,2
64,Gordon McNeil,,,00:32:49,Wee County Harriers 3,3
64,Stuart McDiarmid & Stephen Beveridge,,,00:52:20,Wee County Harriers 3,4
65,Pete Harris,,,00:38:11,Over the Hills,1
65,Malcolm Hughes,,,01:46:09,Over the Hills,2
65,Tommy Hepburn,,,01:46:09,Over the Hills,2
65,John Fraser,,,00:31:56,Over the Hills,3
65,Stephen Millar & David Richardson,,,00:50:21,Over the Hills,4
66,Graeme Orr,,,00:38:17,Westerlands V50 B,1
66,Peter Midgley & John McInally,,,00:52:56,Westerlands V50 B,4
67,Digby Maass,,,00:37:37,Carnethy Men 60,1
67,John Blair-Fish,,,01:40:58,Carnethy Men 60,2
67,Keith Burns,,,01:40:58,Carnethy Men 60,2
67,Bill Gauld,,,00:40:03,Carnethy Men 60,3
67,Bob Waterhouse & Brian Howie,,,00:48:52,Carnethy Men 60,4
68,George McHardy,,,00:40:05,Central B,1
68,Allan Gall,,,01:40:22,Central B,2
68,Cameron Campbell,,,01:40:22,Central B,2
68,Bill Gault,,,00:35:19,Central B,3
68,Will Huckerby & Chris McHardy,,,00:52:04,Central B,4
69,Jim Robb,,,00:36:00,Carnegie Harriers A,1
69,Tom Bowie,,,02:08:53,Carnegie Harriers A,2
69,Steve Greer,,,02:08:53,Carnegie Harriers A,2
69,Malcolm Smith,,,00:33:53,Carnegie Harriers A,3
69,Kevin Davie & Barry Davie,,,00:45:45,Carnegie Harriers A,4
70,Julie Rose,,,00:39:54,Kinross Ladies,1
70,Jillian Gordon,,,01:35:46,Kinross Ladies,2
70,Hazel Porter,,,01:35:46,Kinross Ladies,2
70,Gillian Black,,,00:41:55,Kinross Ladies,3
70,Sally Kinsell & Judith Dobson,,,00:50:52,Kinross Ladies,4
71,Andrew Sutherland,,,00:30:45,Maryhill Harriers B,1
71,Sarah Adam,,,01:32:28,Maryhill Harriers B,2
71,Caroline Jones,,,01:32:28,Maryhill Harriers B,2
71,Christopher Hever,,,00:37:14,Maryhill Harriers B,3
71,Caroline Hassan & Margaret Peebles,,,01:08:46,Maryhill Harriers B,4
72,Clara Ursitti,,,00:38:59,Shettleston Woman,1
72,Shona Robertson,,,01:41:45,Shettleston Woman,2
72,Susan Breckenridge,,,01:41:45,Shettleston Woman,2
72,Viv Fraser,,,00:37:11,Shettleston Woman,3
72,Myrtle Breckenridge & Victoria Leiper,,,00:51:42,Shettleston Woman,4
73,Hannah Kennedy,,,00:40:44,Cosmic Hillbashers,1
73,Gillian Clunas,,,01:42:39,Cosmic Hillbashers,2
73,Elaine Stewart,,,01:42:39,Cosmic Hillbashers,2
73,Marianne James,,,00:38:09,Cosmic Hillbashers,3
73,Anita Hamilton & Gary Gutteridge,,,00:48:57,Cosmic Hillbashers,4
74,Jamie Crowe,,,00:25:29,DHH,1
75,Iain Aitken,,,00:34:15,Fife AC Mixed & no More,1
75,Ken Morris,,,01:46:29,Fife AC Mixed & no More,2
75,Craig Morris,,,01:46:29,Fife AC Mixed & no More,2
75,Alex Thomson,,,00:35:38,Fife AC Mixed & no More,3
75,Anna Brocklebank & Ailsa Cruickshanks,,,00:55:11,Fife AC Mixed & no More,4
76,Ian Doig,,,00:49:18,Kingdom of & Fife Orienteers,1
76,Brian R Smith,,,01:33:26,Kingdom of & Fife Orienteers,2
76,Dom Kardokas,,,01:33:26,Kingdom of & Fife Orienteers,2
76,Dave Ellison,,,00:43:16,Kingdom of & Fife Orienteers,3
76,Clive Robertson & Jari Pekkannen,,,00:45:44,Kingdom of & Fife Orienteers,4
77,Elaine Omand,,,00:38:42,Dundee Road Runners,1
77,Steve Peters,,,01:46:21,Dundee Road Runners,2
77,Morag Taggart,,,01:46:21,Dundee Road Runners,2
77,Gerard Savage,,,00:36:40,Dundee Road Runners,3
77,John Mill & Dave Stewart,,,00:50:39,Dundee Road Runners,4
78,Ian Thompson,,,00:39:50,Carnegie/Norham Select,1
78,Bill Duff,,,01:45:27,Carnegie/Norham Select,2
78,Gordon Sommerville,,,01:45:27,Carnegie/Norham Select,2
78,Gary Morton,,,00:35:22,Carnegie/Norham Select,3
78,Allan Macaulay & Steve Clough,,,00:52:11,Carnegie/Norham Select,4
79,Hilary Spenceley,,,00:35:21,Carnethy Ladies V50,1
79,Joan Wilson,,,01:40:16,Carnethy Ladies V50,2
79,Karen Meikle,,,01:40:16,Carnethy Ladies V50,2
79,Anne Nimmo,,,00:40:35,Carnethy Ladies V50,3
79,Moira Stewart & Cali Ingham,,,00:56:45,Carnethy Ladies V50,4
80,Sam Sills,,,00:36:45,Lomond Hill & Runners Mixed,1
80,Derek Jablonski,,,01:24:41,Lomond Hill & Runners Mixed,2
80,Gus Bowman,,,01:24:41,Lomond Hill & Runners Mixed,2
80,Jean Bowman,,,00:36:30,Lomond Hill & Runners Mixed,3
80,Jennifer Winning & Jim Winning,,,01:15:17,Lomond Hill & Runners Mixed,4
81,Mary Connolly,,,00:41:05,Helebsburgh AAC Babes,1
81,Michelle Hetherington,,,01:44:37,Helebsburgh AAC Babes,2
81,Maria Dye,,,01:44:37,Helebsburgh AAC Babes,2
81,Julia Henderson,,,00:30:37,Helebsburgh AAC Babes,3
81,Erica Cromar & Laura Johnston,,,00:56:54,Helebsburgh AAC Babes,4
82,Jim Hogsflesh,,,00:44:34,Anster Haddies G,1
82,Nick Tosca,,,01:33:23,Anster Haddies G,2
82,Becs Tosca,,,01:33:23,Anster Haddies G,2
82,Richard McKinstray,,,00:39:29,Anster Haddies G,3
82,Tracy Knox & Lizzie Knox,,,00:57:19,Anster Haddies G,4
83,David Herbertson,,,00:31:47,Calderglen Harriers B,1
83,Andy Henderson,,,01:45:54,Calderglen Harriers B,2
83,Frances Maxwell,,,01:45:54,Calderglen Harriers B,2
83,Chas Steven,,,00:45:09,Calderglen Harriers B,3
83,George Stewart & Joanne McEvoy,,,00:52:00,Calderglen Harriers B,4
84,Philip Gatherer,,,00:38:46,Goju Ryu Martial & Arts Academy,1
84,Jens Tilsner,,,01:41:44,Goju Ryu Martial & Arts Academy,2
84,Adrian Donnachie,,,01:41:44,Goju Ryu Martial & Arts Academy,2
84,Thierry Meinart,,,00:34:59,Goju Ryu Martial & Arts Academy,3
84,Euan Dick & Callum Dick,,,00:59:40,Goju Ryu Martial & Arts Academy,4
85,Sandra Rathjen,,,00:33:48,HBT Brown Bombshells,1
85,Louise Provan,,,01:44:52,HBT Brown Bombshells,2
85,Phyllis O'Brien,,,01:44:52,HBT Brown Bombshells,2
85,Jules Lutte,,,00:40:37,HBT Brown Bombshells,3
85,Janice Smith & Emma Baker,,,00:55:58,HBT Brown Bombshells,4
86,Lizzie Hugill,,,00:44:13,HBT Brown Babes,1
86,Rachel Smirthwaite,,,01:40:36,HBT Brown Babes,2
86,Kata Tar,,,01:40:36,HBT Brown Babes,2
86,Jess Dewar,,,00:38:03,HBT Brown Babes,3
86,Carrie Craig & Abby White,,,00:52:24,HBT Brown Babes,4
87,Max Neunhoffer,,,00:44:50,Maths Swimming Team,1
87,Michael Bareford,,,01:38:30,Maths Swimming Team,2
87,Craig Stark,,,01:38:30,Maths Swimming Team,2
87,James Mitchell,,,00:33:09,Maths Swimming Team,3
87,Aidan Naughton & John McDermot,,,00:59:34,Maths Swimming Team,4
88,Alistair Sexton,,,00:40:15,Strathearn Harriers Allsorts,1
88,Gordon Morrison,,,01:47:00,Strathearn Harriers Allsorts,2
88,Julia Greenlees,,,01:47:00,Strathearn Harriers Allsorts,2
88,Tony Wayte,,,00:30:43,Strathearn Harriers Allsorts,3
88,Ali Manners & Fiona McDonald,,,00:58:47,Strathearn Harriers Allsorts,4
