Position,Name,Club,Category,Time,Team,Leg
1,Kevin Brydon,,,0:26:14,Shettleston Shifters,1
1,Oleg Chepelin,,,0:57:56,Shettleston Shifters,2
1,Tom Owens,,,0:57:56,Shettleston Shifters,2
1,Alasdair McLeod,,,0:43:33,Shettleston Shifters,3
1,Clement Eliot,,,0:43:33,Shettleston Shifters,3
1,Kenny Richmond,,,0:27:35,Shettleston Shifters,4
2,James Waldie,,,0:25:18,Carnethy Men A,1
2,Eoin Lennon,,,0:58:39,Carnethy Men A,2
2,Andy Fallas,,,0:58:39,Carnethy Men A,2
2,Iain Whiteside,,,0:44:34,Carnethy Men A,3
2,Michael Reid,,,0:44:34,Carnethy Men A,3
2,Andrew Gilmore,,,0:27:22,Carnethy Men A,4
3,Davie Millar,,,0:27:45,OHR SM,1
3,Al Anthony,,,0:57:59,OHR SM,2
3,Graham Gristwood,,,0:57:59,OHR SM,2
3,Bob Wiseman,,,0:46:31,OHR SM,3
3,Graeme Campbell,,,0:46:31,OHR SM,3
3,Dave Eiser,,,0:28:30,OHR SM,4
4,Gwyn Bellamy,,,0:25:11,Westies Mens A,1
4,Brian Bonnyman,,,1:06:39,Westies Mens A,2
4,Manny Gorman,,,1:06:39,Westies Mens A,2
4,James Callendar,,,0:48:30,Westies Mens A,3
4,Gregor Stewart,,,0:48:30,Westies Mens A,3
4,Owen O'Neill,,,0:29:38,Westies Mens A,4
5,Steven Burns,,,0:29:15,Lochaber AC Mens',1
5,Jon Gay,,,1:06:31,Lochaber AC Mens',2
5,Ruari Watt,,,1:06:31,Lochaber AC Mens',2
5,Tom Smith,,,0:46:54,Lochaber AC Mens',3
5,Nick Sedgwick,,,0:46:54,Lochaber AC Mens',3
5,Steve MacDonald,,,0:29:51,Lochaber AC Mens',4
6,David Fulton,,,0:27:55,HBT Hate Bloody Training,1
6,Hector Haines,,,1:04:20,HBT Hate Bloody Training,2
6,Tom Martyn,,,1:04:20,HBT Hate Bloody Training,2
6,James Bowden,,,0:54:29,HBT Hate Bloody Training,3
6,Coll Williamson,,,0:54:29,HBT Hate Bloody Training,3
6,Don Naylor,,,0:26:43,HBT Hate Bloody Training,4
7,Gordon Barrie,,,0:26:28,Hawks A,1
7,Ryan Stewart,,,1:05:24,Hawks A,2
7,Des Crowe,,,1:05:24,Hawks A,2
7,Billy Gibson,,,0:49:10,Hawks A,3
7,John McBain,,,0:49:10,Hawks A,3
7,Jamie Crowe,,,0:32:40,Hawks A,4
8,Lisa Gamble,,,0:30:57,Carnethy Mixed,1
8,Konrad Rawlik,,,1:04:13,Carnethy Mixed,2
8,Jasmin Paris,,,1:04:13,Carnethy Mixed,2
8,Ross Christie,,,0:48:47,Carnethy Mixed,3
8,Andrew Normand,,,0:48:47,Carnethy Mixed,3
8,Helen Bonsor,,,0:32:47,Carnethy Mixed,4
9,Steve Best,,,0:28:16,Carnethy Men B,1
9,Jim Hardie,,,1:12:09,Carnethy Men B,2
9,Euan Boyd,,,1:12:09,Carnethy Men B,2
9,Matthew Curry,,,0:47:40,Carnethy Men B,3
9,Iain Gilmore,,,0:47:40,Carnethy Men B,3
9,Alex McVey,,,0:29:58,Carnethy Men B,4
10,Matthew Tonner,,,0:28:52,Hawks B,1
10,Craig Love,,,1:08:48,Hawks B,2
10,Roger van Gompel,,,1:08:48,Hawks B,2
10,Steve Matthews,,,0:49:53,Hawks B,3
10,Bruce Scott,,,0:49:53,Hawks B,3
10,Ian Anderson,,,0:30:38,Hawks B,4
11,Ruth Joss,,,0:30:01,Shettleston Fine Mix,1
11,Jethro Lennox,,,1:02:21,Shettleston Fine Mix,2
11,Peter Mackie,,,1:02:21,Shettleston Fine Mix,2
11,Fiona Maxwell,,,0:58:10,Shettleston Fine Mix,3
11,Victoria Leiper,,,0:58:10,Shettleston Fine Mix,3
11,Steve Winter,,,0:28:38,Shettleston Fine Mix,4
12,Gregor Malcolm,,,0:27:09,"Fife AC ""A"" Team (Gregor)",1
12,Tristan Rees,,,1:10:29,"Fife AC ""A"" Team (Gregor)",2
12,Jamie Ingledew,,,1:10:29,"Fife AC ""A"" Team (Gregor)",2
12,Euan Boyle,,,0:53:38,"Fife AC ""A"" Team (Gregor)",3
12,Fergus Ingledew,,,0:53:38,"Fife AC ""A"" Team (Gregor)",3
12,George Rees,,,0:28:14,"Fife AC ""A"" Team (Gregor)",4
13,Sam Burgess,,,0:28:04,Deeside Men,1
13,Nick Mardel,,,1:07:02,Deeside Men,2
13,Alan Smith,,,1:07:02,Deeside Men,2
13,Dave Croll,,,0:52:38,Deeside Men,3
13,Jamie Ross,,,0:52:38,Deeside Men,3
13,Calum Kitching,,,0:32:30,Deeside Men,4
14,Mark Baume,,,0:30:47,OHR V40,1
14,Ewan Jack,,,1:06:38,OHR V40,2
14,Grant Baxter,,,1:06:38,OHR V40,2
14,Stefan Scheurl,,,0:54:05,OHR V40,3
14,Nick Leslie,,,0:54:05,OHR V40,3
14,Gary Fraser,,,0:29:31,OHR V40,4
15,Wattie Mackay,,,0:27:36,Strathearn Male Senior,1
15,Will Manners,,,1:06:34,Strathearn Male Senior,2
15,Roger Goddard,,,1:06:34,Strathearn Male Senior,2
15,Andy Greaves,,,0:53:13,Strathearn Male Senior,3
15,Sandy Storey,,,0:53:13,Strathearn Male Senior,3
15,Charlie Grimson,,,0:35:41,Strathearn Male Senior,4
16,Graeme Dunbar,,,0:29:25,Carnethy MV40,1
16,Gregor Heron,,,1:12:25,Carnethy MV40,2
16,Stewart Whitlie,,,1:12:25,Carnethy MV40,2
16,Matt Davis,,,0:52:48,Carnethy MV40,3
16,Olly Stevenson,,,0:52:48,Carnethy MV40,3
16,Mark Johnston,,,0:29:57,Carnethy MV40,4
17,Megan Wright,,,0:29:22,HBT Humdrum Brown Turnout,1
17,Megan Mowbray,,,1:10:04,HBT Humdrum Brown Turnout,2
17,Claire Gordon,,,1:10:04,HBT Humdrum Brown Turnout,2
17,Rachel Haines,,,0:52:27,HBT Humdrum Brown Turnout,3
17,Rowena Halliday,,,0:52:27,HBT Humdrum Brown Turnout,3
17,Eilis McKechanie,,,0:33:23,HBT Humdrum Brown Turnout,4
18,James Britton,,,0:26:23,Moorfoots,1
18,Colin Williams,,,1:10:43,Moorfoots,2
18,Scout Adkin,,,1:10:43,Moorfoots,2
18,Eddie Balfour,,,0:55:20,Moorfoots,3
18,Kenny Davidson,,,0:55:20,Moorfoots,3
18,Lucas Cheskin,,,0:32:53,Moorfoots,4
19,Alan Cameron,,,0:30:26,Corstorphine AAC,1
19,Paddy Jumelle,,,1:08:40,Corstorphine AAC,2
19,Tim Norwood,,,1:08:40,Corstorphine AAC,2
19,James Harrison,,,0:48:09,Corstorphine AAC,3
19,Alex Cumming,,,0:48:09,Corstorphine AAC,3
19,Martin Hulme,,,0:38:25,Corstorphine AAC,4
20,Nic Brew,,,0:27:03,Psycho Vegans,1
20,Gordon Mathieson,,,1:06:03,Psycho Vegans,2
20,Ben Hukins,,,1:06:03,Psycho Vegans,2
20,Andy Cargill,,,0:58:24,Psycho Vegans,3
20,Akira O'Connor,,,0:58:24,Psycho Vegans,3
20,Laurie Anderson,,,0:34:32,Psycho Vegans,4
21,Brian Scally,,,0:30:55,Shettleston Auld Stars,1
21,John Connaghan,,,1:05:03,Shettleston Auld Stars,2
21,Bill Breckenridge,,,1:05:03,Shettleston Auld Stars,2
21,Walter Henderson,,,0:54:42,Shettleston Auld Stars,3
21,Alastair Pringle,,,0:54:42,Shettleston Auld Stars,3
21,John Duffy,,,0:35:36,Shettleston Auld Stars,4
22,Steve Honeymoon,,,0:31:03,Carnegie Harriers Elitish,1
22,Pete Simpson,,,1:10:11,Carnegie Harriers Elitish,2
22,Derek Cassells,,,1:10:11,Carnegie Harriers Elitish,2
22,Paul Kieran,,,0:51:47,Carnegie Harriers Elitish,3
22,Steven King,,,0:51:47,Carnegie Harriers Elitish,3
22,Kevin Davie,,,0:34:47,Carnegie Harriers Elitish,4
23,John Denovan,,,0:28:43,Westies Mens B,1
23,Niall McAlinden,,,1:07:14,Westies Mens B,2
23,Rob Simpson,,,1:07:14,Westies Mens B,2
23,Simon Gardiner,,,0:56:24,Westies Mens B,3
23,Rod Fleming,,,0:56:24,Westies Mens B,3
23,Doug Lee,,,0:35:58,Westies Mens B,4
24,Adam Ward,,,0:30:05,Carnethy MV50,1
24,Adrian Davis,,,1:13:07,Carnethy MV50,2
24,Steven Fallon,,,1:13:07,Carnethy MV50,2
24,Mike Andrew,,,0:52:34,Carnethy MV50,3
24,Neil Gilmore,,,0:52:34,Carnethy MV50,3
24,Bruce Smith,,,0:34:00,Carnethy MV50,4
25,Graham Nash,,,0:29:28,Carnethy MV40 B,1
25,Mark Hartree,,,1:19:44,Carnethy MV40 B,2
25,Joel Sylvester,,,1:19:44,Carnethy MV40 B,2
25,Neil Burnett,,,0:52:20,Carnethy MV40 B,3
25,Mike Lynch,,,0:52:20,Carnethy MV40 B,3
25,Simon Titmus,,,0:31:48,Carnethy MV40 B,4
