Position,Name,Club,Category,Time,Team,Leg
15,Bill Breckenridge,,,0:41:44,Shettleston Vets,1
15,John Duffy,,,0:29:43,Shettleston Vets,2
15,Des Crowe,,,1:04:42,Shettleston Vets,3
15,Mal Patterson,,,1:04:42,Shettleston Vets,3
15,David Jamieson,,,0:29:18,Shettleston Vets,4
16,Michael Geoghegan,,,0:41:26,Portobello Running Club,1
16,Ian McMillan,,,0:41:26,Portobello Running Club,1
16,Richard Dennis,,,0:34:58,Portobello Running Club,2
16,Peter Buchanan,,,1:01:20,Portobello Running Club,3
16,Gareth Green,,,1:01:20,Portobello Running Club,3
16,Willie Jarvie,,,0:28:53,Portobello Running Club,4
17,Scott Mitchell,,,0:41:04,Westerlands Mens B,1
17,John Bell,,,0:41:04,Westerlands Mens B,1
17,Manny Gorman,,,0:28:26,Westerlands Mens B,2
17,Dave Rogers,,,1:11:02,Westerlands Mens B,3
17,Steffen Gorgas,,,1:11:02,Westerlands Mens B,3
17,Ken MacMahon,,,0:28:21,Westerlands Mens B,4
18,Fraser Scott,,,0:47:14,Lomond A,1
18,Andy Caulkett,,,0:47:14,Lomond A,1
18,Brian Moore,,,0:31:44,Lomond A,2
18,Gordon Pryde,,,1:03:56,Lomond A,3
18,Donald McKenzie,,,1:03:56,Lomond A,3
18,Cameron Watson,,,0:27:18,Lomond A,4
19,Sara O'Neil,,,0:42:47,HBT Resplendants,1
19,Eilis McKechanie,,,0:42:47,HBT Resplendants,1
19,Eilidh Wardlaw,,,0:30:42,HBT Resplendants,2
19,Claire Gordon,,,1:07:47,HBT Resplendants,3
19,Kate Jenkins,,,1:07:47,HBT Resplendants,3
19,Megan Wright,,,0:29:20,HBT Resplendants,4
20,John McEwan,,,0:42:25,Ochil Old Gits,1
20,Dave Murray,,,0:42:25,Ochil Old Gits,1
20,John Stevenson,,,0:30:32,Ochil Old Gits,2
20,Grant Baxter,,,1:08:16,Ochil Old Gits,3
20,Gary Fraser,,,1:08:16,Ochil Old Gits,3
20,Euan McKay,,,0:29:53,Ochil Old Gits,4
21,Rupert Williams,,,0:47:10,Cosmic Mens,1
21,Colin Lawman,,,0:47:10,Cosmic Mens,1
21,Bob Sheridan,,,0:30:41,Cosmic Mens,2
21,Rob Brookes,,,0:59:20,Cosmic Mens,3
21,Kev Harper,,,0:59:20,Cosmic Mens,3
21,John Colegrave,,,0:35:08,Cosmic Mens,4
22,Alayne Finlay,,,0:46:32,Ochil Ladies,1
22,Fiona Kelsall,,,0:46:32,Ochil Ladies,1
22,Tracey Brindley,,,0:28:39,Ochil Ladies,2
22,Andrea Priestley,,,1:05:25,Ochil Ladies,3
22,Catriona Buchanan,,,1:05:25,Ochil Ladies,3
22,Sarah Wiseman,,,0:32:31,Ochil Ladies,4
23,Laurie Anderson,,,0:45:56,Fife Athletic Club,1
23,Tony Martin,,,0:45:56,Fife Athletic Club,1
23,Bryce Aitken,,,0:31:23,Fife Athletic Club,2
23,Martin Laing,,,1:06:58,Fife Athletic Club,3
23,John Kay,,,1:06:58,Fife Athletic Club,3
23,John Thomson,,,0:29:51,Fife Athletic Club,4
24,Dave Mitchell,,,0:43:46,Hawks Vets,1
24,Nigel Reynolds,,,0:43:46,Hawks Vets,1
24,Kevin McTavish,,,0:31:28,Hawks Vets,2
24,Steve Mason,,,1:10:14,Hawks Vets,3
24,Al McDonald,,,1:10:14,Hawks Vets,3
24,Mike Galloway,,,0:30:30,Hawks Vets,4
25,Iain Walker,,,0:42:27,Devilishly Good,1
25,Chris Moses,,,0:42:27,Devilishly Good,1
25,David Bailey,,,0:40:33,Devilishly Good,2
25,Paul Thompson,,,1:04:34,Devilishly Good,3
25,Damien Theaker,,,1:04:34,Devilishly Good,3
25,Michael Freshour,,,0:31:03,Devilishly Good,4
26,Ryan McIntosh,,,0:42:21,Fife Athletic Club,1
26,Euan Berry,,,0:42:21,Fife Athletic Club,1
26,Cameron Thomson,,,0:32:49,Fife Athletic Club,2
26,Mark Buchan,,,1:14:51,Fife Athletic Club,3
26,Adam Harris,,,1:14:51,Fife Athletic Club,3
26,Bruce Millar,,,0:28:54,Fife Athletic Club,4
27,Stuart Mathieson,,,0:42:29,Bellahouston RR Mens B,1
27,Barry Edwards,,,0:42:29,Bellahouston RR Mens B,1
27,Chris Brotherston,,,0:33:06,Bellahouston RR Mens B,2
27,Brendan Moriarty,,,1:09:58,Bellahouston RR Mens B,3
27,Grant MacDonald,,,1:09:58,Bellahouston RR Mens B,3
27,Alex Lawther,,,0:33:38,Bellahouston RR Mens B,4
28,Susan Breckenridge,,,0:58:34,Shettleston,1
28,Clara Ursitti,,,0:58:34,Shettleston,1
28,Marc McColl,,,0:32:16,Shettleston,2
28,Jethro Lennox,,,0:56:48,Shettleston,3
28,Tom Owens,,,0:56:48,Shettleston,3
28,Carole Setchell,,,0:31:59,Shettleston,4
29,Willie Gibson,,,0:52:05,Carnethy C,1
29,Nick Macdonald,,,0:52:05,Carnethy C,1
29,Andy Spencely,,,0:29:36,Carnethy C,2
29,Bob Johnson,,,1:08:06,Carnethy C,3
29,Gordon Cameron,,,1:08:06,Carnethy C,3
29,Digby Haass,,,0:32:55,Carnethy C,4
30,Olly Stephenson,,,0:40:56,Carnethy D,1
30,Mick James,,,0:40:56,Carnethy D,1
30,Chris Henty,,,0:32:41,Carnethy D,2
30,Cameron Scott,,,1:18:49,Carnethy D,3
30,Steven McFarlane,,,1:18:49,Carnethy D,3
30,Gio Macdonald,,,0:31:09,Carnethy D,4
31,Gillian McGuire,,,0:51:38,Kinnoull Runners Up,1
31,Annie McElnea,,,0:51:38,Kinnoull Runners Up,1
31,Davd McElnea,,,0:33:06,Kinnoull Runners Up,2
31,Barry McGuire,,,1:07:16,Kinnoull Runners Up,3
31,Claire Douglas,,,1:07:16,Kinnoull Runners Up,3
31,Calum Grant,,,0:31:49,Kinnoull Runners Up,4
32,Colin (David) Eades,,,0:44:10,Lothian Running Club B,1
32,Kenton Jones,,,0:44:10,Lothian Running Club B,1
32,Alistair Robertson,,,0:26:55,Lothian Running Club B,2
32,Tosh Brannan,,,1:18:52,Lothian Running Club B,3
32,Robin Morris,,,1:18:52,Lothian Running Club B,3
32,Alan McIntosh,,,0:33:53,Lothian Running Club B,4
33,Sarah Dunn,,,0:51:17,Deeside Runners Women,1
33,Gayle Tait,,,0:51:17,Deeside Runners Women,1
33,Ruth McKenzie,,,0:32:37,Deeside Runners Women,2
33,Claire Whitehead,,,1:06:01,Deeside Runners Women,3
33,Emma O'Shea,,,1:06:01,Deeside Runners Women,3
33,Jane Kerridge,,,0:34:17,Deeside Runners Women,4
34,Eve McCurrich,,,0:58:16,Moorfoots & Friends,1
34,Alison Jack,,,0:58:16,Moorfoots & Friends,1
34,Russell Anderson,,,0:30:06,Moorfoots & Friends,2
34,Colin Williams,,,1:06:21,Moorfoots & Friends,3
34,Graham Beal,,,1:06:21,Moorfoots & Friends,3
34,Eddie Balfour,,,0:32:49,Moorfoots & Friends,4
35,Roger Rees,,,0:42:54,Fife Athletic Club,1
35,?,,,0:42:54,Fife Athletic Club,1
35,?,,,0:32:40,Fife Athletic Club,2
35,?,,,1:16:40,Fife Athletic Club,3
35,?,,,1:16:40,Fife Athletic Club,3
35,?,,,0:35:20,Fife Athletic Club,4
36,Neil Mitchell,,,0:48:59,Fife Athletic Club,1
36,Daniel Newman,,,0:48:59,Fife Athletic Club,1
36,Liam Hutson,,,0:34:51,Fife Athletic Club,2
36,Steven Pennycook,,,1:12:37,Fife Athletic Club,3
36,Eric Lalande,,,1:12:37,Fife Athletic Club,3
36,Aimie McKimmie,,,0:32:21,Fife Athletic Club,4
37,John Low,,,0:47:41,Anster Haddies 2,1
37,Colin McIntosh,,,0:47:41,Anster Haddies 2,1
37,Zach Delaney,,,0:29:49,Anster Haddies 2,2
37,Alex Anderson,,,1:17:36,Anster Haddies 2,3
37,Jas Baillie,,,1:17:36,Anster Haddies 2,3
37,Richard Shaw,,,0:33:43,Anster Haddies 2,4
38,A Laycock,,,0:49:05,Kinross A,1
38,M Hill,,,0:49:05,Kinross A,1
38,A Black,,,0:32:35,Kinross A,2
38,A McCulloch,,,1:19:10,Kinross A,3
38,A Johns,,,1:19:10,Kinross A,3
38,????,,,0:28:39,Kinross A,4
39,Paul Morris,,,0:55:44,Moorfoots Pride o' the Borders,1
39,Julia Connor,,,0:55:44,Moorfoots Pride o' the Borders,1
39,Scout Adkin,,,0:32:39,Moorfoots Pride o' the Borders,2
39,Kenny Davidson,,,1:11:12,Moorfoots Pride o' the Borders,3
39,Sarah McCormack,,,1:11:12,Moorfoots Pride o' the Borders,3
39,Johnny Hall,,,0:30:45,Moorfoots Pride o' the Borders,4
40,David Henderson,,,0:50:48,Corstorphine AAC C,1
40,Jan-Bert Van Den Berg,,,0:50:48,Corstorphine AAC C,1
40,Margin Caldwell,,,0:31:20,Corstorphine AAC C,2
40,David Law,,,1:21:15,Corstorphine AAC C,3
40,Chris Peggie,,,1:21:15,Corstorphine AAC C,3
40,Chris O'Brien,,,0:27:33,Corstorphine AAC C,4
41,Hilary Ritchie,,,0:46:37,Fife Athletic Club,1
41,Sarah Legge,,,0:46:37,Fife Athletic Club,1
41,Susan Thomson,,,0:34:18,Fife Athletic Club,2
41,Lorraine Brown,,,1:17:32,Fife Athletic Club,3
41,Louse Burt,,,1:17:32,Fife Athletic Club,3
41,Keren Macpherson,,,0:33:44,Fife Athletic Club,4
42,Stuart Caithness,,,0:41:00,HBT Reprobates,1
42,Tessa Hill,,,0:41:00,HBT Reprobates,1
42,Morag McCracken,,,0:32:32,HBT Reprobates,2
42,Daniel Beckett,,,1:23:47,HBT Reprobates,3
42,Dave Fulton,,,1:23:47,HBT Reprobates,3
42,Rachel Smirthwaite,,,0:35:22,HBT Reprobates,4
43,Hugh Kerr,,,0:42:26,Central AC,1
43,Conor Kerr,,,0:42:26,Central AC,1
43,Richard Coombs,,,0:30:50,Central AC,2
43,Allan Gall,,,1:23:34,Central AC,3
43,Cameron Campbell,,,1:23:34,Central AC,3
43,Hugh Buchanan,,,0:36:09,Central AC,4
44,Stuart Mance,,,0:48:45,Musselburgh & Dist. AC,1
44,Graeme Bisfield,,,0:48:45,Musselburgh & Dist. AC,1
44,Craig Wilson,,,0:33:47,Musselburgh & Dist. AC,2
44,Gordon Eadie,,,1:18:34,Musselburgh & Dist. AC,3
44,Alex Oliver,,,1:18:34,Musselburgh & Dist. AC,3
44,Roddy Mackenzie,,,0:32:39,Musselburgh & Dist. AC,4
45,Lorna Sibbett,,,0:50:40,Fife Athletic Club,1
45,Sophie Mullins,,,0:50:40,Fife Athletic Club,1
45,Frank Popham,,,0:30:50,Fife Athletic Club,2
45,Tom Scott,,,1:11:30,Fife Athletic Club,3
45,Stefan Elertowicz,,,1:11:30,Fife Athletic Club,3
45,Anna Harris,,,0:41:13,Fife Athletic Club,4
46,Alex Cumming,,,0:42:30,Corstorphine AAC B,1
46,Martin Hulme,,,0:42:30,Corstorphine AAC B,1
46,Scott Williamson,,,0:30:36,Corstorphine AAC B,2
46,Susan Johnston,,,1:25:41,Corstorphine AAC B,3
46,Gillian Carr,,,1:25:41,Corstorphine AAC B,3
46,Kerry Porter,,,0:36:30,Corstorphine AAC B,4
47,Joanne Anderson,,,0:49:00,Carnethy Ladies A,1
47,Joan Wilson,,,0:49:00,Carnethy Ladies A,1
47,Helen Bonsor,,,0:35:51,Carnethy Ladies A,2
47,Jasmin Paris,,,1:16:23,Carnethy Ladies A,3
47,Angela Mudge,,,1:16:23,Carnethy Ladies A,3
47,Jane Jackson,,,0:34:13,Carnethy Ladies A,4
48,Tony Wayte,,,0:46:26,Strathearn Harriers B,1
48,Andy Gallacher,,,0:46:26,Strathearn Harriers B,1
48,Fran Loots,,,0:44:41,Strathearn Harriers B,2
48,Phil Mestecky,,,1:08:14,Strathearn Harriers B,3
48,Digby Sim,,,1:08:14,Strathearn Harriers B,3
48,Graham Martin,,,0:36:43,Strathearn Harriers B,4
49,Jonny Clark,,,0:49:51,Funpa Harriers,1
49,Steve Wheatly,,,0:49:51,Funpa Harriers,1
49,Shauna Macdonald,,,0:32:27,Funpa Harriers,2
49,Gareth Gibb,,,1:20:42,Funpa Harriers,3
49,Nick Rowan,,,1:20:42,Funpa Harriers,3
49,Hannah Waugh,,,0:33:10,Funpa Harriers,4
50,Ron Martin,,,0:49:36,Ochil Allcomers,1
50,Sandy Grant,,,0:49:36,Ochil Allcomers,1
50,Alastair Preiss,,,0:29:51,Ochil Allcomers,2
50,Gareth Bryan-Jones,,,1:19:42,Ochil Allcomers,3
50,Pete Buchanan,,,1:19:42,Ochil Allcomers,3
50,Debbie Kilpatrick,,,0:38:11,Ochil Allcomers,4
51,Paul Hutton,,,0:50:56,Carnegie Harriers Vets,1
51,Andy Sim,,,0:50:56,Carnegie Harriers Vets,1
51,Willie Rennie,,,0:30:47,Carnegie Harriers Vets,2
51,Tom Bowie,,,1:20:48,Carnegie Harriers Vets,3
51,Stevie Greer,,,1:20:48,Carnegie Harriers Vets,3
51,Alan Branigan,,,0:34:58,Carnegie Harriers Vets,4
52,Ian McCashey,,,0:50:53,Aegon Running Club,1
52,Alick Lothian,,,0:50:53,Aegon Running Club,1
52,Dave Bathgate,,,0:36:41,Aegon Running Club,2
52,Pat Bartlett,,,1:14:43,Aegon Running Club,3
52,Steve Paton,,,1:14:43,Aegon Running Club,3
52,Michael Mitchell,,,0:35:26,Aegon Running Club,4
53,Sarah Jones,,,0:54:53,Lothian Running Club A,1
53,Jim Alexander,,,0:54:53,Lothian Running Club A,1
53,Jill Horsburgh,,,0:39:14,Lothian Running Club A,2
53,Adel Mooney,,,1:15:45,Lothian Running Club A,3
53,David Berrill,,,1:15:45,Lothian Running Club A,3
53,Colin Meek,,,0:28:44,Lothian Running Club A,4
54,Neil Gilmore,,,0:49:50,Carnethy E,1
54,Russel Sommerford,,,0:49:50,Carnethy E,1
54,Brian Howie,,,0:35:05,Carnethy E,2
54,Keith Burns,,,1:21:18,Carnethy E,3
54,John Blair-Fish,,,1:21:18,Carnethy E,3
54,Mike Lynch,,,0:32:41,Carnethy E,4
55,S Crawford,,,0:54:39,Kinross B,1
55,A Kemp,,,0:54:39,Kinross B,1
55,M Calothis,,,0:38:31,Kinross B,2
55,?,,,1:13:48,Kinross B,3
55,?,,,1:13:48,Kinross B,3
55,P Edgerton,,,0:32:17,Kinross B,4
56,Ian Hawkins,,,0:47:51,Fife Athletic Club,1
56,Stewart Leckie,,,0:47:51,Fife Athletic Club,1
56,Stewart Davidson,,,0:37:05,Fife Athletic Club,2
56,Alasdair Hood,,,1:18:24,Fife Athletic Club,3
56,David Cowan,,,1:18:24,Fife Athletic Club,3
56,John Keenlyside,,,0:36:48,Fife Athletic Club,4
57,Brian Landels,,,0:49:22,Lomond B,1
57,David Osborn,,,0:49:22,Lomond B,1
57,Richard Gatehouse,,,0:36:33,Lomond B,2
57,Derek Jablonski,,,1:22:45,Lomond B,3
57,Alan Graham,,,1:22:45,Lomond B,3
57,Kenny Leinster,,,0:31:57,Lomond B,4
58,Andy Llanwarne,,,0:50:09,Dundee Road Runners A,1
58,Steve Peters,,,0:50:09,Dundee Road Runners A,1
58,Gavin McKinlay,,,0:36:23,Dundee Road Runners A,2
58,Dave Stewart,,,1:20:54,Dundee Road Runners A,3
58,John Mill,,,1:20:54,Dundee Road Runners A,3
58,Craig Smith,,,0:33:16,Dundee Road Runners A,4
59,Ian Mills,,,0:40:54,Anster Haddies 1,1
59,Thomas Knox,,,0:40:54,Anster Haddies 1,1
59,Jake Grieve,,,0:30:26,Anster Haddies 1,2
59,Neil Smith,,,1:40:42,Anster Haddies 1,3
59,Jonny Knox,,,1:40:42,Anster Haddies 1,3
59,Bill Hutchison,,,0:29:34,Anster Haddies 1,4
60,Paul Arnott,,,0:56:33,Carnegie Harriers,1
60,Malcolm Smith,,,0:56:33,Carnegie Harriers,1
60,Andrew Smith,,,0:29:12,Carnegie Harriers,2
60,Barry Davie,,,1:11:36,Carnegie Harriers,3
60,Kevin Davie,,,1:11:36,Carnegie Harriers,3
60,Paul Campbell,,,0:46:59,Carnegie Harriers,4
61,Brian Brennan,,,0:51:32,Westerlands M50,1
61,Pete Baxter,,,0:51:32,Westerlands M50,1
61,Gibson Fleming,,,0:36:38,Westerlands M50,2
61,Don Reid,,,1:20:50,Westerlands M50,3
61,John Quinn,,,1:20:50,Westerlands M50,3
61,Murdo McLeod,,,0:35:56,Westerlands M50,4
62,David White,,,0:48:52,Kilmarnock Harriers,1
62,Roderick Pugh,,,0:48:52,Kilmarnock Harriers,1
62,Roderick Pugh,,,0:37:07,Kilmarnock Harriers,2
62,John Gebbie,,,1:29:25,Kilmarnock Harriers,3
62,Alasdair Murray,,,1:29:25,Kilmarnock Harriers,3
62,David White,,,0:30:59,Kilmarnock Harriers,4
63,Ian Wallace,,,0:49:08,Edinburgh Miscellaneous,1
63,George Olver,,,0:49:08,Edinburgh Miscellaneous,1
63,Alan Grierson,,,0:43:09,Edinburgh Miscellaneous,2
63,Clive Roberts,,,1:24:24,Edinburgh Miscellaneous,3
63,Alison McGill,,,1:24:24,Edinburgh Miscellaneous,3
63,Kevin Graham,,,0:30:06,Edinburgh Miscellaneous,4
64,Matt Richardson,,,0:48:09,Linlithgow Harriers,1
64,Paul Dudchenko,,,0:48:09,Linlithgow Harriers,1
64,Donald Stark,,,0:38:43,Linlithgow Harriers,2
64,David Mason,,,1:28:38,Linlithgow Harriers,3
64,Doug Robertson,,,1:28:38,Linlithgow Harriers,3
64,Angus Gallie,,,0:31:58,Linlithgow Harriers,4
65,Keith Adams,,,0:53:47,Westerlands Mixed,1
65,Elspeth Scott,,,0:53:47,Westerlands Mixed,1
65,Ellie Homewood,,,0:31:57,Westerlands Mixed,2
65,Johnston Orr,,,1:28:32,Westerlands Mixed,3
65,Shona Robertson,,,1:28:32,Westerlands Mixed,3
65,Peter Grassl,,,0:34:17,Westerlands Mixed,4
66,Neil Houston,,,0:55:37,Over the Hills,1
66,Peter Harris,,,0:55:37,Over the Hills,1
66,John Fraser,,,0:35:03,Over the Hills,2
66,Malcolm Hughes,,,1:28:02,Over the Hills,3
66,Tommy Hepburn,,,1:28:02,Over the Hills,3
66,Graham Burrows,,,0:32:51,Over the Hills,4
67,Gordon Watson,,,0:53:30,Hawks Supervets,1
67,Stuart Kerr,,,0:53:30,Hawks Supervets,1
67,Dave Nicholson,,,0:37:54,Hawks Supervets,2
67,Stuart Morton,,,1:21:45,Hawks Supervets,3
67,Allan Stewart,,,1:21:45,Hawks Supervets,3
67,Phil Forte,,,0:38:40,Hawks Supervets,4
68,Fabienne Thompson,,,0:50:04,Carnegie Harriers Ladies,1
68,Isobel Burnett,,,0:50:04,Carnegie Harriers Ladies,1
68,Judith Dobson,,,0:36:29,Carnegie Harriers Ladies,2
68,Morna Fleming,,,1:32:19,Carnegie Harriers Ladies,3
68,Melanie Sinclair,,,1:32:19,Carnegie Harriers Ladies,3
68,Gail Murdoch,,,0:33:30,Carnegie Harriers Ladies,4
69,Patrick Leask,,,0:57:57,Beacon Men,1
69,Bob Mahal,,,0:57:57,Beacon Men,1
69,Peter Brown,,,0:34:28,Beacon Men,2
69,Steve Wombwell,,,1:18:15,Beacon Men,3
69,Bobby Summers,,,1:18:15,Beacon Men,3
69,Ken Wilson,,,0:41:53,Beacon Men,4
70,Derek Smith,,,1:00:23,Team Teacake / BMF,1
70,Louisa Barkworth,,,1:00:23,Team Teacake / BMF,1
70,Robin Almond,,,0:31:59,Team Teacake / BMF,2
70,Lucy Downie,,,1:27:42,Team Teacake / BMF,3
70,?,,,1:27:42,Team Teacake / BMF,3
70,Darren Soutar,,,0:34:19,Team Teacake / BMF,4
71,Jim Winning,,,1:03:22,Beacon Mixed,1
71,Jennifer Winning,,,1:03:22,Beacon Mixed,1
71,Lisa Irving,,,0:37:01,Beacon Mixed,2
71,Angus Bowman,,,1:19:41,Beacon Mixed,3
71,David Lyon,,,1:19:41,Beacon Mixed,3
71,Jill Nimmo,,,0:35:38,Beacon Mixed,4
72,Dave Hanlon,,,0:48:42,Hawks,1
72,Jacqui Higginbottom,,,0:48:42,Hawks,1
72,Lyn Hanlon,,,0:43:53,Hawks,2
72,Charlie Love,,,1:32:18,Hawks,3
72,Tony Crowe,,,1:32:18,Hawks,3
72,Louise Beveridge,,,0:31:16,Hawks,4
73,Gordon McNeil,,,0:52:30,WCH 1,1
73,Sandy Dunn,,,0:52:30,WCH 1,1
73,John Wilson,,,0:33:20,WCH 1,2
73,Beryl Junnier,,,1:25:35,WCH 1,3
73,Graeme Wilson,,,1:25:35,WCH 1,3
73,Millie Burt,,,0:44:49,WCH 1,4
74,Emma Birnie,,,0:49:25,Bellahouston RR Ladies,1
74,Katie Padcham,,,0:49:25,Bellahouston RR Ladies,1
74,Elsie Downham,,,0:41:55,Bellahouston RR Ladies,2
74,Sandy Brindley,,,1:32:12,Bellahouston RR Ladies,3
74,Jane Simpson,,,1:32:12,Bellahouston RR Ladies,3
74,Shona Donnelly,,,0:33:52,Bellahouston RR Ladies,4
75,Sophie McCollum,,,0:59:59,Kinnoull Runners Down,1
75,Hannah McCollum,,,0:59:59,Kinnoull Runners Down,1
75,Laura Jarvis,,,0:40:03,Kinnoull Runners Down,2
75,Jamie Salvine,,,1:26:07,Kinnoull Runners Down,3
75,Gary Martin,,,1:26:07,Kinnoull Runners Down,3
75,Sarah Paterson,,,0:35:53,Kinnoull Runners Down,4
76,Bob Mustard,,,0:59:44,Fife Athletic Club,1
76,Allan Lees,,,0:59:44,Fife Athletic Club,1
76,Alan Meiklejohn,,,0:40:35,Fife Athletic Club,2
76,John Macfarlane,,,1:23:51,Fife Athletic Club,3
76,John McKean,,,1:23:51,Fife Athletic Club,3
76,Geoff Pennycook,,,0:38:15,Fife Athletic Club,4
77,Nikki Milligan,,,0:54:56,Bellahouston RR Open C,1
77,Lynsey Munro,,,0:54:56,Bellahouston RR Open C,1
77,Jane Wild,,,0:44:55,Bellahouston RR Open C,2
77,Ewan McDonald,,,1:34:03,Bellahouston RR Open C,3
77,Christine Fischer,,,1:34:03,Bellahouston RR Open C,3
77,Julie Fitzpatrick,,,0:29:41,Bellahouston RR Open C,4
78,Bill Arnot,,,0:54:42,Anster Haddies 3 Vets,1
78,Pete Peddie,,,0:54:42,Anster Haddies 3 Vets,1
78,Glenn Rickman,,,0:36:08,Anster Haddies 3 Vets,2
78,Chris Broome,,,1:38:35,Anster Haddies 3 Vets,3
78,Allan Gibson,,,1:38:35,Anster Haddies 3 Vets,3
78,Bill Simpson,,,0:36:08,Anster Haddies 3 Vets,4
79,Johanna Paananen,,,0:56:15,Fife Athletic Club,1
79,David Shepherd,,,0:56:15,Fife Athletic Club,1
