Position,Name,Club,Category,Time,Team,Leg
16,Liam McCabe,,,00:44:03,Central AC 1,1
16,Hugh Kerr,,,00:44:03,Central AC 1,1
16,Barry Sturrock,,,00:31:21,Central AC 1,2
16,Phil Williams,,,01:04:06,Central AC 1,3
16,Dougie Flynn,,,01:04:06,Central AC 1,3
16,Gordon Adam,,,00:31:55,Central AC 1,4
17,Jonathon Bellarby,,,00:43:34,Cosmic Hill Bashers “A”,1
17,Rob Brooks,,,00:43:34,Cosmic Hill Bashers “A”,1
17,Colin Lamour,,,00:30:46,Cosmic Hill Bashers “A”,2
17,Tim Nash,,,01:07:13,Cosmic Hill Bashers “A”,3
17,Bob Sheridan,,,01:07:13,Cosmic Hill Bashers “A”,3
17,Keith Varney,,,00:29:57,Cosmic Hill Bashers “A”,4
18,Rory Scott,,,00:46:25,G.U.H.H.,1
18,John Pearman,,,00:46:25,G.U.H.H.,1
18,Gavin Law,,,00:29:41,G.U.H.H.,2
18,Peter Swede,,,01:08:16,G.U.H.H.,3
18,Angus Maclauchlan,,,01:08:16,G.U.H.H.,3
18,Andy Douglas,,,00:27:33,G.U.H.H.,4
19,Phil Mestecky,,,00:46:29,Strathearn Harriers Men,1
19,Daniel Mestecky,,,00:46:29,Strathearn Harriers Men,1
19,Peter MacDonald,,,00:29:51,Strathearn Harriers Men,2
19,Will Manners,,,01:03:15,Strathearn Harriers Men,3
19,Digby Sym,,,01:03:15,Strathearn Harriers Men,3
19,Simon Wake,,,00:32:59,Strathearn Harriers Men,4
20,Rupert Nash,,,00:44:31,Edinburgh University H&H,1
20,David Kortewels,,,00:44:31,Edinburgh University H&H,1
20,Alistair Marshall,,,00:29:34,Edinburgh University H&H,2
20,Duncan Coombs,,,01:04:49,Edinburgh University H&H,3
20,Huw Jones,,,01:04:49,Edinburgh University H&H,3
20,William Bailey,,,00:33:54,Edinburgh University H&H,4
21,Helen Murray,,,00:44:51,Lothian Mixed,1
21,Gillian Godfree,,,00:44:51,Lothian Mixed,1
21,Shona Mackie,,,00:36:23,Lothian Mixed,2
21,Ross Milne,,,01:02:30,Lothian Mixed,3
21,Graeme Ackland,,,01:02:30,Lothian Mixed,3
21,Dan Halliday,,,00:29:57,Lothian Mixed,4
22,Russell Stout,,,00:45:25,Carnethy HRC Male “B”,1
22,Shane Bouchier,,,00:45:25,Carnethy HRC Male “B”,1
22,Willie Gibson,,,00:32:52,Carnethy HRC Male “B”,2
22,Mark Higginbottom,,,01:00:25,Carnethy HRC Male “B”,3
22,Jon Ascroft,,,01:00:25,Carnethy HRC Male “B”,3
22,Colin Wilson,,,00:36:02,Carnethy HRC Male “B”,4
23,Jim Galbraith,,,00:45:51,Giffnock North,1
23,Gerry McNamee,,,00:45:51,Giffnock North,1
23,Norman Galbraith,,,00:27:55,Giffnock North,2
23,Stuart Walker,,,01:12:57,Giffnock North,3
23,Derren Thomson,,,01:12:57,Giffnock North,3
23,David Phee,,,00:28:17,Giffnock North,4
24,Sarah Dunn,,,00:44:40,Deeside Runners Mixed,1
24,Ruth Mackenzie,,,00:44:40,Deeside Runners Mixed,1
24,Kathy Dale,,,00:40:13,Deeside Runners Mixed,2
24,Jonathan Musgrave,,,00:58:37,Deeside Runners Mixed,3
24,Dan Gooch,,,00:58:37,Deeside Runners Mixed,3
24,David Hirst,,,00:31:36,Deeside Runners Mixed,4
25,George Murdoch,,,00:46:30,Carnegie Harriers Veteran 1,1
25,Neil Campbell,,,00:46:30,Carnegie Harriers Veteran 1,1
25,Alan Cockburn,,,00:29:25,Carnegie Harriers Veteran 1,2
25,Peter Humphreys,,,01:09:35,Carnegie Harriers Veteran 1,3
25,Ian Stewart,,,01:09:35,Carnegie Harriers Veteran 1,3
25,Peter Simpson,,,00:30:31,Carnegie Harriers Veteran 1,4
26,Hugh McInnes,,,00:51:35,City of Edinburgh,1
26,Collin Williams,,,00:51:35,City of Edinburgh,1
26,Graham Beal,,,00:26:30,City of Edinburgh,2
26,Tim Darlow,,,01:10:36,City of Edinburgh,3
26,Andy Laycock,,,01:10:36,City of Edinburgh,3
26,Grant Stewart,,,00:27:23,City of Edinburgh,4
27,Steve Guthrie,,,00:45:45,Fife Men “B”,1
27,Charlie Herd,,,00:45:45,Fife Men “B”,1
27,Steve Clark,,,00:30:04,Fife Men “B”,2
27,Allan Wilson,,,01:10:24,Fife Men “B”,3
27,Neil Martin,,,01:10:24,Fife Men “B”,3
27,Bill Smith,,,00:30:38,Fife Men “B”,4
28,Mark Cooper,,,00:43:50,Fife Men “C”,1
28,Graham Kirby,,,00:43:50,Fife Men “C”,1
28,Ryan Ritchie,,,00:30:05,Fife Men “C”,2
28,Mike Mitchell,,,01:11:30,Fife Men “C”,3
28,Andy Howett,,,01:11:30,Fife Men “C”,3
28,Michel Chateau,,,00:31:44,Fife Men “C”,4
29,Robin Watson,,,00:44:02,Ochil Young Guns Too,1
29,Jamie Stevenson,,,00:44:02,Ochil Young Guns Too,1
29,Brad Connor,,,00:28:41,Ochil Young Guns Too,2
29,Pete Buchanan,,,01:11:12,Ochil Young Guns Too,3
29,John Gallagher,,,01:11:12,Ochil Young Guns Too,3
29,Sean MacFarlane,,,00:33:40,Ochil Young Guns Too,4
30,Barry McCleary,,,00:53:09,Pitreavie AAC “A”,1
30,Kevin Davie,,,00:53:09,Pitreavie AAC “A”,1
30,Barry Davie,,,00:32:41,Pitreavie AAC “A”,2
30,Cameron Watson,,,01:03:12,Pitreavie AAC “A”,3
30,Steve Irwin,,,01:03:12,Pitreavie AAC “A”,3
30,Nigel Cunningham,,,00:28:49,Pitreavie AAC “A”,4
31,David Sullivan,,,00:46:10,Deeside Runners Men,1
31,Roelf Dijkhuizen,,,00:46:10,Deeside Runners Men,1
31,Calum Coombs,,,00:31:30,Deeside Runners Men,2
31,Owen Bass,,,01:04:57,Deeside Runners Men,3
31,Gavin Miles,,,01:04:57,Deeside Runners Men,3
31,Ben Preece,,,00:35:46,Deeside Runners Men,4
32,David Rogers,,,00:46:44,Westerlands Vets. “A”,1
32,Murdo MacLeod,,,00:46:44,Westerlands Vets. “A”,1
32,Hamilton Semple,,,00:34:07,Westerlands Vets. “A”,2
32,Don Reid,,,01:07:02,Westerlands Vets. “A”,3
32,Trevor Richens,,,01:07:02,Westerlands Vets. “A”,3
32,Dave Calder,,,00:31:22,Westerlands Vets. “A”,4
33,Marc Capon,,,00:47:58,Fife Men “E”,1
33,Eddie Sanders,,,00:47:58,Fife Men “E”,1
33,Chris Dibben,,,00:31:16,Fife Men “E”,2
33,Vinny Booth,,,01:00:26,Fife Men “E”,3
33,Bill Fairmaner,,,01:00:26,Fife Men “E”,3
33,Ron Mill,,,00:39:38,Fife Men “E”,4
34,Kevin Brereton,,,00:50:00,Anster Haddies “A”,1
34,Alex Anderson,,,00:50:00,Anster Haddies “A”,1
34,Neil Smith,,,00:27:49,Anster Haddies “A”,2
34,David Burgess,,,01:04:01,Anster Haddies “A”,3
34,Ian Mills,,,01:04:01,Anster Haddies “A”,3
34,Bill Simpson,,,00:37:32,Anster Haddies “A”,4
35,Dave Hanlon,,,00:43:29,Dundee Hawkhill Vets.,1
35,Peter Fox,,,00:43:29,Dundee Hawkhill Vets.,1
35,Phil Forte,,,00:32:36,Dundee Hawkhill Vets.,2
35,John Osborne,,,01:12:13,Dundee Hawkhill Vets.,3
35,Mike Galloway,,,01:12:13,Dundee Hawkhill Vets.,3
35,Steve Borland,,,00:31:09,Dundee Hawkhill Vets.,4
36,Emma Birnie,,,00:47:10,Bellahouston RR Ladies,1
36,Jo Jefferies,,,00:47:10,Bellahouston RR Ladies,1
36,Elke Schmitt,,,00:27:54,Bellahouston RR Ladies,2
36,Helen Palmer,,,01:12:22,Bellahouston RR Ladies,3
36,Iona Robertson,,,01:12:22,Bellahouston RR Ladies,3
36,Helen Stuart,,,00:32:08,Bellahouston RR Ladies,4
37,Barry McGuire,,,00:42:54,The Lost Boys,1
37,John Harper,,,00:42:54,The Lost Boys,1
37,Nial McCollum,,,00:31:57,The Lost Boys,2
37,Matthew McCullagh,,,01:12:29,The Lost Boys,3
37,Andrew Blaikie,,,01:12:29,The Lost Boys,3
37,Nick George,,,00:34:48,The Lost Boys,4
38,Johanna Paananen,,,00:50:51,Fife Mixed,1
38,Susan Thomson,,,00:50:51,Fife Mixed,1
38,Jennifer Kibble,,,00:37:09,Fife Mixed,2
38,Laurie Anderson,,,01:04:07,Fife Mixed,3
38,Dave Anderson,,,01:04:07,Fife Mixed,3
38,Paul Roarty,,,00:30:55,Fife Mixed,4
39,Hilary Holding,,,00:58:50,Carnethy HRC Ladies “A”,1
39,Karen Meikle,,,00:58:50,Carnethy HRC Ladies “A”,1
39,Kate Jenkins,,,00:29:47,Carnethy HRC Ladies “A”,2
39,Angela Mudge,,,01:04:29,Carnethy HRC Ladies “A”,3
39,Jill Mykura,,,01:04:29,Carnethy HRC Ladies “A”,3
39,Lucy Colquhorn,,,00:32:11,Carnethy HRC Ladies “A”,4
40,Roy McLachlan,,,00:47:22,Fife Men “D”,1
40,Tam Donaldson,,,00:47:22,Fife Men “D”,1
40,Ally Bagnal,,,00:30:38,Fife Men “D”,2
40,Stuart Knowles,,,01:16:09,Fife Men “D”,3
40,Frank Popham,,,01:16:09,Fife Men “D”,3
40,John Murdoch,,,00:31:45,Fife Men “D”,4
41,Steven King,,,00:46:14,Carnegie Harriers Senior 2,1
41,Martin Butcher,,,00:46:14,Carnegie Harriers Senior 2,1
41,Willie Rennie,,,00:30:04,Carnegie Harriers Senior 2,2
41,Paul Davies,,,01:21:54,Carnegie Harriers Senior 2,3
41,Paul Hutton,,,01:21:54,Carnegie Harriers Senior 2,3
41,Steven Ogg,,,00:29:49,Carnegie Harriers Senior 2,4
42,Keith Adams,,,00:47:19,Westerlands “B”,1
42,Tom Bertulis,,,00:47:19,Westerlands “B”,1
42,Stevie Bell,,,00:33:06,Westerlands “B”,2
42,Graham Kelly,,,01:10:10,Westerlands “B”,3
42,?,,,01:10:10,Westerlands “B”,3
42,Johannes Courtial,,,00:38:22,Westerlands “B”,4
43,Gordon Eadie,,,00:47:44,Hairy Twatters,1
43,Alasdair Hood,,,00:47:44,Hairy Twatters,1
43,David Saddler,,,00:39:43,Hairy Twatters,2
43,Gordon Pryde,,,01:07:04,Hairy Twatters,3
43,Mick Nally,,,01:07:04,Hairy Twatters,3
43,Jill Morrow,,,00:34:34,Hairy Twatters,4
44,Lorna Sibbett,,,00:48:03,Fife Ladies “A”,1
44,Jennifer MacMaster,,,00:48:03,Fife Ladies “A”,1
44,Cathy White,,,00:32:46,Fife Ladies “A”,2
44,Sarah Legge,,,01:14:52,Fife Ladies “A”,3
44,Kate Fitzpatrick,,,01:14:52,Fife Ladies “A”,3
44,Sarah Cullen,,,00:33:30,Fife Ladies “A”,4
45,Rob Coles,,,00:44:36,Cosmic Hill Bashers “B”,1
45,Richard Laing,,,00:44:36,Cosmic Hill Bashers “B”,1
45,Mike Stone,,,00:32:10,Cosmic Hill Bashers “B”,2
45,Sean O'Sullivan,,,01:18:17,Cosmic Hill Bashers “B”,3
45,Derek Johnstone,,,01:18:17,Cosmic Hill Bashers “B”,3
45,John Colegraut,,,00:36:16,Cosmic Hill Bashers “B”,4
46,Alan Stewart,,,00:48:16,Dundee Hawkhill Super Vets.,1
46,Stuart Morton,,,00:48:16,Dundee Hawkhill Super Vets.,1
46,Steve Cromar,,,00:36:28,Dundee Hawkhill Super Vets.,2
46,Dave Nicholson,,,01:17:18,Dundee Hawkhill Super Vets.,3
46,Charlie Love,,,01:17:18,Dundee Hawkhill Super Vets.,3
46,Alan Lawson,,,00:31:58,Dundee Hawkhill Super Vets.,4
47,Louise Longhurst,,,00:58:29,Forth Valley Orienteers,1
47,Kate Thomas,,,00:58:29,Forth Valley Orienteers,1
47,Beccy Osborn,,,00:36:20,Forth Valley Orienteers,2
47,Will Hensman,,,01:06:41,Forth Valley Orienteers,3
47,Fraser Purves,,,01:06:41,Forth Valley Orienteers,3
47,Gary Longhurst,,,00:33:10,Forth Valley Orienteers,4
48,Robin Morris,,,00:54:47,Carnethy HRC Male Vets. Over 50,1
48,Nick Macdonald,,,00:54:47,Carnethy HRC Male Vets. Over 50,1
48,John Littlewood,,,00:37:23,Carnethy HRC Male Vets. Over 50,2
48,John Blair-Fish,,,01:20:49,Carnethy HRC Male Vets. Over 50,3
48,Bob Waterhouse,,,01:20:49,Carnethy HRC Male Vets. Over 50,3
48,Brian Howie,,,00:24:23,Carnethy HRC Male Vets. Over 50,4
49,David Hay,,,00:49:29,Central AC 2,1
49,Allan Gall,,,00:49:29,Central AC 2,1
49,Jim Drummond,,,00:38:25,Central AC 2,2
49,Hugh Buchanan,,,01:13:36,Central AC 2,3
49,Roger Greenaway,,,01:13:36,Central AC 2,3
49,Cameron Campbell,,,00:35:55,Central AC 2,4
50,Phil Morant,,,00:53:07,Shotover Hill Runners,1
50,Stephen Wilson,,,00:53:07,Shotover Hill Runners,1
50,Jane Ackland,,,00:35:21,Shotover Hill Runners,2
50,Pat Bartlett,,,01:11:40,Shotover Hill Runners,3
50,Jon Cross,,,01:11:40,Shotover Hill Runners,3
50,Pete Murphy,,,00:37:54,Shotover Hill Runners,4
51,Diane Gallagher,,,01:02:21,Harper Collins Publishers,1
51,Andrew Jackson,,,01:02:21,Harper Collins Publishers,1
51,David Mumford,,,00:33:22,Harper Collins Publishers,2
51,David Jamieson,,,01:07:40,Harper Collins Publishers,3
51,Jethro Lennox,,,01:07:40,Harper Collins Publishers,3
51,Ewan Ross,,,00:34:58,Harper Collins Publishers,4
52,Liam Hutson,,,00:50:05,Fife Junior Males,1
52,Ryan McIntosh,,,00:50:05,Fife Junior Males,1
52,Alasdair Mudie,,,00:38:01,Fife Junior Males,2
52,Andrew Hood,,,01:12:34,Fife Junior Males,3
52,Connor Hawkins,,,01:12:34,Fife Junior Males,3
52,Mark Buchan,,,00:37:41,Fife Junior Males,4
53,James Felstead,,,00:49:43,Corstorphine AAC Vets.,1
53,Jan-Bert VanDenBerg,,,00:49:43,Corstorphine AAC Vets.,1
53,Sandy Low,,,00:38:10,Corstorphine AAC Vets.,2
53,Martin Hulme,,,01:10:07,Corstorphine AAC Vets.,3
53,Martin Caldwell,,,01:10:07,Corstorphine AAC Vets.,3
53,John O'Hara,,,00:41:06,Corstorphine AAC Vets.,4
54,John MacEwan,,,00:56:44,Ochil All Comers,1
54,Alex King,,,00:56:44,Ochil All Comers,1
54,Sandy Grant,,,00:33:25,Ochil All Comers,2
54,Viv Crampton,,,01:15:18,Ochil All Comers,3
54,Ian Dealtry,,,01:15:18,Ochil All Comers,3
54,Angela Mudge,,,00:33:41,Ochil All Comers,4
55,Dick Westwater,,,00:58:54,Fife Male Super Vets - Over 60s,1
55,Andy Wright,,,00:58:54,Fife Male Super Vets - Over 60s,1
55,Joe Holden,,,00:32:38,Fife Male Super Vets - Over 60s,2
55,Tom Ross,,,01:12:01,Fife Male Super Vets - Over 60s,3
55,Tom Bowie,,,01:12:01,Fife Male Super Vets - Over 60s,3
55,Mel Scobie,,,00:35:38,Fife Male Super Vets - Over 60s,4
56,Byron Cox,,,00:57:04,HBT 3 – Extemporaneous Effusion (on being appointed to HBT),1
56,Briony Curtis,,,00:57:04,HBT 3 – Extemporaneous Effusion (on being appointed to HBT),1
56,Dan Gay,,,00:26:06,HBT 3 – Extemporaneous Effusion (on being appointed to HBT),2
56,Will Mair,,,01:10:40,HBT 3 – Extemporaneous Effusion (on being appointed to HBT),3
56,Tom Barr,,,01:10:40,HBT 3 – Extemporaneous Effusion (on being appointed to HBT),3
56,Simon Brown,,,00:46:08,HBT 3 – Extemporaneous Effusion (on being appointed to HBT),4
57,David Lyon,,,00:56:43,Beacon Men 1,1
57,Malcolm MacFie,,,00:56:43,Beacon Men 1,1
57,Neil MacMillan,,,00:34:52,Beacon Men 1,2
57,Bobby Summers,,,01:14:35,Beacon Men 1,3
57,Angus Bowman,,,01:14:35,Beacon Men 1,3
57,Peter Wombwell,,,00:34:46,Beacon Men 1,4
58,Marietta Van Der Linden,,,00:47:54,City of Edinburgh Ladies,1
58,Karen Kealy,,,00:47:54,City of Edinburgh Ladies,1
58,Jenny Maclean,,,00:29:26,City of Edinburgh Ladies,2
58,Joe Whitehead,,,01:27:36,City of Edinburgh Ladies,3
58,Fiona Dixon,,,01:27:36,City of Edinburgh Ladies,3
58,Vikki Lomax,,,00:36:26,City of Edinburgh Ladies,4
59,Gary Barker,,,00:55:27,Fife Men “F”,1
59,David Bee,,,00:55:27,Fife Men “F”,1
59,Colin Brown,,,00:33:32,Fife Men “F”,2
59,John MacFarlane,,,01:15:21,Fife Men “F”,3
59,Doug Robertson,,,01:15:21,Fife Men “F”,3
59,Peter Lambie,,,00:37:34,Fife Men “F”,4
60,Richard Gatehouse,,,00:50:16,Lomond,1
60,Derek Jablowski,,,00:50:16,Lomond,1
60,Alan Graham,,,00:33:59,Lomond,2
60,Kenny Leinster,,,01:18:55,Lomond,3
60,David Osborne,,,01:18:55,Lomond,3
60,Pat Mallett,,,00:39:30,Lomond,4
61,Gail Murdoch,,,00:54:31,Carnegie Harriers Ladies 1,1
61,Lynne Bennet,,,00:54:31,Carnegie Harriers Ladies 1,1
61,Tracey Stamp,,,00:33:18,Carnegie Harriers Ladies 1,2
61,Fabienne Thompson,,,01:17:01,Carnegie Harriers Ladies 1,3
61,Judith Turner,,,01:17:01,Carnegie Harriers Ladies 1,3
61,Helena Sim,,,00:38:24,Carnegie Harriers Ladies 1,4
62,Stewart Biggar,,,00:57:39,Fife Men “G”,1
62,Grant Laycock,,,00:57:39,Fife Men “G”,1
62,Richard Shaw,,,00:32:07,Fife Men “G”,2
62,David Shepherd,,,01:15:44,Fife Men “G”,3
62,Steven Pennycook,,,01:15:44,Fife Men “G”,3
62,Brian Peachey,,,00:38:11,Fife Men “G”,4
63,Kim MacGregor,,,00:55:34,Fife Ladies Vets “A”,1
63,Moira Grainger,,,00:55:34,Fife Ladies Vets “A”,1
63,Jocelyn Scott,,,00:33:27,Fife Ladies Vets “A”,2
63,Louise Burt,,,01:14:54,Fife Ladies Vets “A”,3
63,Cathy Sinclair,,,01:14:54,Fife Ladies Vets “A”,3
63,Margaret McLaren,,,00:40:11,Fife Ladies Vets “A”,4
64,Janis Smith,,,00:54:47,HBT Bonnie Wee Things,1
64,Jess Batterham,,,00:54:47,HBT Bonnie Wee Things,1
64,Emma ?,,,00:35:15,HBT Bonnie Wee Things,2
64,Clair Ward,,,01:12:31,HBT Bonnie Wee Things,3
64,Eilidh Wardlaw,,,01:12:31,HBT Bonnie Wee Things,3
64,Ali Johnston,,,00:45:03,HBT Bonnie Wee Things,4
65,Tosh Brannan,,,01:02:03,Lothian Male Senior,1
65,J. Alexander,,,01:02:03,Lothian Male Senior,1
65,Ted Finch,,,00:33:24,Lothian Male Senior,2
65,Robin Galloway,,,01:08:06,Lothian Male Senior,3
65,Andy Kitchen,,,01:08:06,Lothian Male Senior,3
65,Ross Milne,,,00:46:27,Lothian Male Senior,4
66,Muffy Calder,,,00:47:55,Westerland Ladies Vets.,1
66,Gillian Irvine,,,00:47:55,Westerland Ladies Vets.,1
66,Jane Robertson,,,00:43:50,Westerland Ladies Vets.,2
66,Elsbeth Scott,,,01:19:26,Westerland Ladies Vets.,3
66,Christine Menhennet,,,01:19:26,Westerland Ladies Vets.,3
66,Val Houston,,,00:39:21,Westerland Ladies Vets.,4
67,Ian Findlay,,,00:56:59,Kirkcaldy Swimming Club,1
67,Michael Grainger,,,00:56:59,Kirkcaldy Swimming Club,1
67,Ian Findlay,,,00:40:42,Kirkcaldy Swimming Club,2
67,Thomas Binooth,,,01:20:13,Kirkcaldy Swimming Club,3
67,Alex McGuire,,,01:20:13,Kirkcaldy Swimming Club,3
67,Richie Cunningham,,,00:32:59,Kirkcaldy Swimming Club,4
68,Mandy Waite,,,00:55:55,Fife Ladies “B”,1
68,Carrie Ruxton,,,00:55:55,Fife Ladies “B”,1
68,Meike Bateman,,,00:33:32,Fife Ladies “B”,2
68,Clair Jarvis,,,01:27:34,Fife Ladies “B”,3
68,Anne Lloyd-Evans,,,01:27:34,Fife Ladies “B”,3
68,Kristina Lapinova,,,00:35:43,Fife Ladies “B”,4
69,Jonathan Woods,,,00:58:41,Wee County Harriers,1
69,Beryl Junnier,,,00:58:41,Wee County Harriers,1
69,Trevor Andrews,,,00:37:29,Wee County Harriers,2
69,Sid Pask,,,01:19:32,Wee County Harriers,3
69,Gordon McPherson,,,01:19:32,Wee County Harriers,3
69,Jane Binnie,,,00:37:22,Wee County Harriers,4
70,Allison Strachan,,,01:02:09,Dundee RR 2,1
70,Lorraine Dunbar,,,01:02:09,Dundee RR 2,1
70,Gill Hanlon,,,00:37:42,Dundee RR 2,2
70,Gavin McKinlay,,,01:17:00,Dundee RR 2,3
70,Michael Geoghegan,,,01:17:00,Dundee RR 2,3
70,Daniel Fields,,,00:36:10,Dundee RR 2,4
71,Logan Rees,,,01:00:32,Fife Men “N”,1
71,Tom Harris,,,01:00:32,Fife Men “N”,1
71,Mark Harris,,,00:32:57,Fife Men “N”,2
71,Halina Rees,,,01:23:57,Fife Men “N”,3
71,Adam Harris,,,01:23:57,Fife Men “N”,3
71,Roger Rees,,,00:37:59,Fife Men “N”,4
72,George Lees,,,00:52:47,Beacon Mixed,1
72,Lisa Irving,,,00:52:47,Beacon Mixed,1
72,Anna Wombwell,,,00:44:48,Beacon Mixed,2
72,Steve Wombwell,,,01:12:56,Beacon Mixed,3
72,Michael Wombwell,,,01:12:56,Beacon Mixed,3
72,Karen Young,,,00:44:55,Beacon Mixed,4
73,Lois Noble,,,00:50:55,Cosmic Hill Bashers – Ladies,1
73,Nataille White,,,00:50:55,Cosmic Hill Bashers – Ladies,1
73,Anita Hamilton,,,00:34:54,Cosmic Hill Bashers – Ladies,2
73,Linda Smith,,,01:29:21,Cosmic Hill Bashers – Ladies,3
73,Elaine Stewart,,,01:29:21,Cosmic Hill Bashers – Ladies,3
73,Anne Stone,,,00:41:00,Cosmic Hill Bashers – Ladies,4
