Position,Name,Club,Category,Time,Team,Leg
1,Ronnie Gallagher,,,0:36:45,Carnethy Men A,1
1,Simon Peachey,,,0:36:45,Carnethy Men A,1
1,Stewart Whitlie,,,0:24:26,Carnethy Men A,2
1,Adrian Davis,,,0:57:44,Carnethy Men A,3
1,Adam Ward,,,0:57:44,Carnethy Men A,3
1,Mark Johnston,,,0:30:21,Carnethy Men A,4
2,Robert Monro,,,0:38:23,Shettleston Harriers A,1
2,Malcolm Patterson,,,0:38:23,Shettleston Harriers A,1
2,Jethro Lennox,,,0:22:50,Shettleston Harriers A,2
2,Des Crowe,,,1:00:50,Shettleston Harriers A,3
2,Patrick Walder,,,1:00:50,Shettleston Harriers A,3
2,Kenneth McCoy,,,0:30:13,Shettleston Harriers A,4
3,Alasdair Anthony,,,0:36:29,Ochil Young Guns,1
3,Ian Wellock,,,0:36:29,Ochil Young Guns,1
3,Caspian Richards,,,0:29:01,Ochil Young Guns,2
3,Stuart Simpson,,,0:59:48,Ochil Young Guns,3
3,John Stevenson,,,0:59:48,Ochil Young Guns,3
3,Ross Houston,,,0:29:23,Ochil Young Guns,4
4,Chris Russell,,,0:36:28,Fife A,1
4,Alex Jones,,,0:36:28,Fife A,1
4,Gary Pirie,,,0:27:27,Fife A,2
4,Tom Scott,,,1:03:00,Fife A,3
4,Rory Scott,,,1:03:00,Fife A,3
4,Paul Roarty,,,0:32:35,Fife A,4
5,Stewart Caithness,,,0:43:33,Edinburgh University Hare & Hounds,1
5,Jon Sjoholm,,,0:43:33,Edinburgh University Hare & Hounds,1
5,Murray Strain,,,0:22:44,Edinburgh University Hare & Hounds,2
5,Mark Nixon,,,1:02:28,Edinburgh University Hare & Hounds,3
5,Csaba Goswein,,,1:02:28,Edinburgh University Hare & Hounds,3
5,Peter Gardiner,,,0:32:55,Edinburgh University Hare & Hounds,4
6,Becky Carlyle,,,0:44:26,Lothian Mixed,1
6,Helen Murray,,,0:44:26,Lothian Mixed,1
6,Edel Monney,,,0:30:06,Lothian Mixed,2
6,Graeme Ackland,,,1:00:00,Lothian Mixed,3
6,Andy Kitchin,,,1:00:00,Lothian Mixed,3
6,Ross Milne,,,0:30:00,Lothian Mixed,4
7,Chris Upson,,,0:39:30,Westerlands A,1
7,Jon Slowe,,,0:39:30,Westerlands A,1
7,Manny Gorman,,,0:26:20,Westerlands A,2
7,David Riach,,,1:06:34,Westerlands A,3
7,Damon Rodwell,,,1:06:34,Westerlands A,3
7,Fraser Dalziel,,,0:32:12,Westerlands A,4
8,Graham Breslin,,,0:38:05,Fife Vets,1
8,Brian Cruickshank,,,0:38:05,Fife Vets,1
8,John Murdoch,,,0:28:15,Fife Vets,2
8,Laurie Anderson,,,1:06:45,Fife Vets,3
8,Paul Gallacher,,,1:06:45,Fife Vets,3
8,John Thomson,,,0:33:17,Fife Vets,4
9,Kevin Brereton,,,0:43:47,Anster Haddies A,1
9,Andrew Shepherd,,,0:43:47,Anster Haddies A,1
9,David Burgess,,,0:26:50,Anster Haddies A,2
9,Ian Mills,,,1:04:46,Anster Haddies A,3
9,Jonny Knox,,,1:04:46,Anster Haddies A,3
9,Bill Hutchison,,,0:33:14,Anster Haddies A,4
10,Tim Norwood,,,0:41:52,Corstorphine AAC & CAAC Attack,1
10,Grant Wilkie,,,0:41:52,Corstorphine AAC & CAAC Attack,1
10,Kieth Hood,,,0:27:00,Corstorphine AAC & CAAC Attack,2
10,Dave Law,,,1:11:30,Corstorphine AAC & CAAC Attack,3
10,Martin Caldwell,,,1:11:30,Corstorphine AAC & CAAC Attack,3
10,Moray Anderson,,,0:29:07,Corstorphine AAC & CAAC Attack,4
11,Phil Mobray,,,0:41:47,HBT Wreckage,1
11,Geoff Simpson,,,0:41:47,HBT Wreckage,1
11,Niall Muro,,,0:26:38,HBT Wreckage,2
11,Tom Barr,,,1:14:55,HBT Wreckage,3
11,Ivor Normand,,,1:14:55,HBT Wreckage,3
11,Don Naylor,,,0:27:25,HBT Wreckage,4
12,Phil Mestecky,,,0:42:50,Strathearn Harriers A,1
12,Simon Wake,,,0:42:50,Strathearn Harriers A,1
12,Digby Sym,,,0:28:40,Strathearn Harriers A,2
12,Will Manners,,,1:05:25,Strathearn Harriers A,3
12,Adam Wake,,,1:05:25,Strathearn Harriers A,3
12,Phil Tipping,,,0:34:00,Strathearn Harriers A,4
13,Barry Davie,,,0:47:43,Pitreavie A,1
13,Graeme Lister,,,0:47:43,Pitreavie A,1
13,Alex Keeran,,,0:27:58,Pitreavie A,2
13,Cameron Watson,,,1:00:11,Pitreavie A,3
13,Steve Irwin,,,1:00:11,Pitreavie A,3
13,Nigel Cunningham,,,0:35:22,Pitreavie A,4
14,John Gallacher,,,0:42:52,Ochil Old Gits,1
14,Pete Buchanan,,,0:42:52,Ochil Old Gits,1
14,Dave Murray,,,0:29:00,Ochil Old Gits,2
14,Dave Scott,,,1:06:08,Ochil Old Gits,3
14,Andrea Priestley,,,1:06:08,Ochil Old Gits,3
14,Ron McCraw,,,0:33:55,Ochil Old Gits,4
15,Bob Waterhouse,,,0:44:00,Carnethy Vets,1
15,Gordon Cameron,,,0:44:00,Carnethy Vets,1
15,Willie Mykura,,,0:28:03,Carnethy Vets,2
15,Andy Spenceley,,,1:03:27,Carnethy Vets,3
15,Steve Fallon,,,1:03:27,Carnethy Vets,3
15,Robin Morris,,,0:37:21,Carnethy Vets,4
16,Mike Galloway,,,0:44:19,Dundee Hawkhill & A Squad,1
16,Dave Mitchell,,,0:44:19,Dundee Hawkhill & A Squad,1
16,John Hepburn,,,0:29:23,Dundee Hawkhill & A Squad,2
16,Craig Love,,,1:06:13,Dundee Hawkhill & A Squad,3
16,Gordon Watson,,,1:06:13,Dundee Hawkhill & A Squad,3
16,Craig Ross,,,0:33:06,Dundee Hawkhill & A Squad,4
17,Stewart Knowles,,,0:44:00,Fife B,1
17,Ryan Ritchie,,,0:44:00,Fife B,1
17,Niel Martin,,,0:29:05,Fife B,2
17,Andy Howett,,,1:07:28,Fife B,3
17,Alan Wilson,,,1:07:28,Fife B,3
17,Bill Smith,,,0:32:31,Fife B,4
18,Owen Bass,,,0:42:20,Deeside Runners,1
18,Dan Gouch,,,0:42:20,Deeside Runners,1
18,David Sullivan,,,0:31:36,Deeside Runners,2
18,David Hirst,,,1:02:47,Deeside Runners,3
18,Jonathon Musgrove,,,1:02:47,Deeside Runners,3
18,Mark Legget,,,0:36:25,Deeside Runners,4
19,Sandy Cavaghan,,,0:42:41,Dundee Road Runners,1
19,Paul Currant,,,0:42:41,Dundee Road Runners,1
19,Michael Geoghegan,,,0:30:00,Dundee Road Runners,2
19,Nick Leslie,,,1:06:32,Dundee Road Runners,3
19,Paul Fettes,,,1:06:32,Dundee Road Runners,3
19,Sam Grummitt,,,0:35:31,Dundee Road Runners,4
20,Kieth Robertson,,,0:40:40,Cosmic A,1
20,John Schjelderup,,,0:40:40,Cosmic A,1
20,Simon Pearce,,,0:31:17,Cosmic A,2
20,Kevin Bruce,,,1:10:03,Cosmic A,3
20,Ian Wilson,,,1:10:03,Cosmic A,3
20,Bob Sheridan,,,0:33:30,Cosmic A,4
21,Karen Meikle,,,0:48:50,Carnethy Ladies A,1
21,Hilary Holding,,,0:48:50,Carnethy Ladies A,1
21,Kate Jenkins,,,0:34:28,Carnethy Ladies A,4
22,Bryan-Gareth Jones,,,0:45:43,Forth Valley Orienteers,1
22,Steve Barret,,,0:45:43,Forth Valley Orienteers,1
22,Jason Inman,,,0:29:34,Forth Valley Orienteers,2
22,Fraser Purves,,,1:06:26,Forth Valley Orienteers,3
22,Marcus Pinker,,,1:06:26,Forth Valley Orienteers,3
22,Will Hensman,,,0:34:53,Forth Valley Orienteers,4
23,Rod Fleming,,,0:45:07,Westerlands B,1
23,Scott McKendrick,,,0:45:07,Westerlands B,1
23,Don Reid,,,0:29:32,Westerlands B,2
23,Trevor Richens,,,1:07:30,Westerlands B,3
23,Setffen Gorgas,,,1:07:30,Westerlands B,3
23,Brian Bonnyman,,,0:35:14,Westerlands B,4
24,Fabienne Thompson,,,0:44:31,Carnengie Harriers Mixed A,1
24,Judith Turner,,,0:44:31,Carnengie Harriers Mixed A,1
24,Peter Morrison,,,0:26:11,Carnengie Harriers Mixed A,2
24,Tom Bowie,,,1:12:50,Carnengie Harriers Mixed A,3
24,Sarah Legge,,,1:12:50,Carnengie Harriers Mixed A,3
24,Robert Milton,,,0:33:54,Carnengie Harriers Mixed A,4
25,Nigel Fowler,,,0:43:29,Fife C,1
25,Ian Poolman,,,0:43:29,Fife C,1
25,Gordon Thomson,,,0:31:52,Fife C,2
25,Chris Dibbens,,,1:09:26,Fife C,3
25,Andrew Brierley,,,1:09:26,Fife C,3
25,Mike Mitchell,,,0:34:54,Fife C,4
26,Neil Campbell,,,0:48:11,Carnegie Harriers Vets,1
26,Phil Smithard,,,0:48:11,Carnegie Harriers Vets,1
26,Dougie McGarry,,,0:28:05,Carnegie Harriers Vets,2
26,Sandy Bennett,,,1:10:19,Carnegie Harriers Vets,3
26,Humphreys,,,1:10:19,Carnegie Harriers Vets,3
26,Ian Johnston,,,0:33:24,Carnegie Harriers Vets,4
27,Robert Hendry,,,0:44:38,Standard Life,1
27,Neil Paton,,,0:44:38,Standard Life,1
27,David Shanks,,,0:30:41,Standard Life,2
27,Bruce Smith,,,1:08:08,Standard Life,3
27,Bernard Devoy,,,1:08:08,Standard Life,3
27,David Gibson,,,0:36:49,Standard Life,4
28,Johanna Paananen,,,0:53:37,Fife Mixed,1
28,Susan Thomson,,,0:53:37,Fife Mixed,1
28,Lorna Sibbett,,,0:33:36,Fife Mixed,2
28,John MacPherson,,,1:04:07,Fife Mixed,3
28,David Weir,,,1:04:07,Fife Mixed,3
28,Bryce Aitken,,,0:33:43,Fife Mixed,4
29,Rob Cranston,,,0:43:54,Teviotdale Harriers,1
29,Keith Murray,,,0:43:54,Teviotdale Harriers,1
29,Billy Fraser,,,0:30:43,Teviotdale Harriers,2
29,Bill Knox,,,1:14:05,Teviotdale Harriers,3
29,Kenny Short,,,1:14:05,Teviotdale Harriers,3
29,Ged Smith,,,0:39:12,Teviotdale Harriers,4
30,James Williamson,,,0:42:59,Edinburgh University,1
30,Alistair Marshall,,,0:42:59,Edinburgh University,1
30,James McMullen,,,0:32:56,Edinburgh University,2
30,Will Bailey,,,1:17:23,Edinburgh University,3
30,Ben Cole,,,1:17:23,Edinburgh University,3
30,Ian Clark,,,0:34:41,Edinburgh University,4
31,Peter Fox,,,0:43:09,Dundee Hawkhill & Z Squad,1
31,John Osborn,,,0:43:09,Dundee Hawkhill & Z Squad,1
31,Neil Gunstone,,,0:29:13,Dundee Hawkhill & Z Squad,2
31,Charlie Love,,,1:15:20,Dundee Hawkhill & Z Squad,3
31,Dave Nicholson,,,1:15:20,Dundee Hawkhill & Z Squad,3
31,Steve Cromar,,,0:40:17,Dundee Hawkhill & Z Squad,4
32,Aislinn Austin,,,0:46:53,Dundee Hawkhill & B Squad,1
32,Helen Murray,,,0:46:53,Dundee Hawkhill & B Squad,1
32,Stuart Kerr,,,0:29:54,Dundee Hawkhill & B Squad,2
32,Stuart Morton,,,1:18:30,Dundee Hawkhill & B Squad,3
32,Allan Stewart,,,1:18:30,Dundee Hawkhill & B Squad,3
32,Setvie Mason,,,0:32:45,Dundee Hawkhill & B Squad,4
33,Keith Simpson,,,0:48:42,Fife F,1
33,Philip Slater,,,0:48:42,Fife F,1
33,Mel Scobie,,,0:36:34,Fife F,4
34,Val Brunton,,,0:45:54,Westerlands & Ladies A,1
34,Elspeth Scott,,,0:45:54,Westerlands & Ladies A,1
34,Claire Fennell,,,0:29:52,Westerlands & Ladies A,2
34,Alice Scriven,,,1:18:01,Westerlands & Ladies A,3
34,Val Houston,,,1:18:01,Westerlands & Ladies A,3
34,Shona Robertson,,,0:36:15,Westerlands & Ladies A,4
35,Tom Ross,,,0:49:09,Fife D,1
35,Eddie Sanders,,,0:49:09,Fife D,1
35,Sandy Cruickshank,,,0:39:53,Fife D,4
36,Craig Brown,,,0:42:15,Ochil Duffers,1
36,Sean McFarlane,,,0:42:15,Ochil Duffers,1
36,Sandy Grant,,,0:33:11,Ochil Duffers,2
36,Viv Crampton,,,1:19:51,Ochil Duffers,3
36,Bob Hughes,,,1:19:51,Ochil Duffers,3
36,Derek Robertson,,,0:36:13,Ochil Duffers,4
37,Hamilton Semple,,,0:45:57,Westerlands Vets,1
37,Keith Adams,,,0:45:57,Westerlands Vets,1
37,Peter Baxter,,,0:29:41,Westerlands Vets,2
37,David Rogers,,,1:14:54,Westerlands Vets,3
37,Murdo McLeod,,,1:14:54,Westerlands Vets,3
37,Dave Calder,,,0:41:13,Westerlands Vets,4
38,Matthew McCullagh,,,0:48:07,LOST Boys,1
38,Nial McCollum,,,0:48:07,LOST Boys,1
38,Michal Chateau,,,0:27:24,LOST Boys,2
38,Barry McGuire,,,1:19:07,LOST Boys,3
38,Ian Zealley,,,1:19:07,LOST Boys,3
38,Nick George,,,0:37:25,LOST Boys,4
39,Sarah Cullen,,,0:36:23,Fife Ladies A,4
40,Colin Larmuir,,,0:48:14,Cosmic B,1
40,Derek Johnstone,,,0:48:14,Cosmic B,1
40,Murray Bryce,,,0:36:04,Cosmic B,4
41,Tosh Brannan,,,0:46:47,Lothian Men,1
41,Fraser Kingscott,,,0:46:47,Lothian Men,1
41,Ted Finch,,,0:38:21,Lothian Men,2
41,Roger Goddard,,,1:04:56,Lothian Men,3
41,Colin Eades,,,1:04:56,Lothian Men,3
41,John Coon,,,0:44:18,Lothian Men,4
42,Kenny Leinster,,,0:46:28,Lomond Vets,1
42,David Osborne,,,0:46:28,Lomond Vets,1
42,Gordon Pryde,,,0:28:14,Lomond Vets,2
42,Alan Graham,,,1:20:08,Lomond Vets,3
42,Richard Gatehouse,,,1:20:08,Lomond Vets,3
42,Pat Mallett,,,0:39:36,Lomond Vets,4
43,Trevor Andrews,,,0:50:32,Wee Countie Harriers A,1
43,McPherson?????,,,0:50:32,Wee Countie Harriers A,1
43,Barry Sturrock,,,0:36:43,Wee Countie Harriers A,4
44,Cameron Campbell,,,0:47:52,Central Athletic Club,1
44,Liam McCabe,,,0:47:52,Central Athletic Club,1
44,Allan Gall,,,0:32:00,Central Athletic Club,2
44,Hugh Kerr,,,1:11:43,Central Athletic Club,3
44,Phillip Williams,,,1:11:43,Central Athletic Club,3
44,Jim Drummond,,,0:44:28,Central Athletic Club,4
45,Andrew Jackson,,,0:57:29,Harpercollins Publishers,1
45,Diane Gallacher,,,0:57:29,Harpercollins Publishers,1
45,David Mumford,,,0:31:42,Harpercollins Publishers,2
45,John Duffy,,,1:09:34,Harpercollins Publishers,3
45,Jethro Lennox,,,1:09:34,Harpercollins Publishers,3
45,Ewan Ross,,,0:38:29,Harpercollins Publishers,4
46,Jon Cross,,,0:50:22,Shotover Hill Runners,1
46,Phil Morant,,,0:50:22,Shotover Hill Runners,1
46,Beccy Osborn,,,0:35:01,Shotover Hill Runners,2
46,Pat Bartlett,,,1:12:21,Shotover Hill Runners,3
46,Julian Hall,,,1:12:21,Shotover Hill Runners,3
46,Peter Murphy,,,0:39:39,Shotover Hill Runners,4
47,Hazel Wright,,,0:50:01,Deeside Runners Ladies,1
47,Sarah Dun,,,0:50:01,Deeside Runners Ladies,1
47,Nia Gray,,,0:39:09,Deeside Runners Ladies,4
48,Helen Randfield,,,0:55:36,Beasts of Burden,1
48,Mary Abercrombie,,,0:55:36,Beasts of Burden,1
48,Neil Houston,,,0:31:23,Beasts of Burden,2
49,Titch's Mate,,,0:52:42,Fife E,1
49,Steven Pennycook,,,0:52:42,Fife E,1
49,Doug Gunstone,,,0:37:34,Fife E,4
50,Scott Neil,,,0:49:30,Beacon B,1
50,Peter Wombwell,,,0:49:30,Beacon B,1
50,Wombwell Michael,,,0:38:56,Beacon B,4
51,Janice Smith,,,0:54:41,HBT Debris,1
51,Christine Buckley,,,0:54:41,HBT Debris,1
51,Eildh Wardlaw,,,0:30:42,HBT Debris,2
51,Claire Thomas,,,1:18:54,HBT Debris,3
51,Claire Gordon,,,1:18:54,HBT Debris,3
51,Megan Clarke,,,0:35:37,HBT Debris,4
52,Kevin Davie,,,0:47:56,Pitreavie B,1
52,Stuart Forrester,,,0:47:56,Pitreavie B,1
52,Kenny Duncan,,,0:35:38,Pitreavie B,4
53,Hilary Ritchie,,,0:51:41,Fife Ladies Vets A,1
53,Kim MacGregor,,,0:51:41,Fife Ladies Vets A,1
53,Irene Pennycook,,,0:34:29,Fife Ladies Vets A,2
53,Margaret McLaren,,,1:22:22,Fife Ladies Vets A,3
53,Jocelyn Scott,,,1:22:22,Fife Ladies Vets A,3
53,McCullough Varry Young,,,0:40:12,Fife Ladies Vets A,4
54,Dean Carr,,,0:52:16,Corstorphine AAC & CAAC In Black,1
54,Gillian Cockerall,,,0:52:16,Corstorphine AAC & CAAC In Black,1
54,Patrick Roux,,,0:35:49,Corstorphine AAC & CAAC In Black,2
54,Jan Vandenberg,,,1:26:12,Corstorphine AAC & CAAC In Black,3
54,James Felstead,,,1:26:12,Corstorphine AAC & CAAC In Black,3
54,O'John Hara,,,0:35:30,Corstorphine AAC & CAAC In Black,4
55,Briony Curtis,,,0:58:13,Edinburgh University,1
55,Vicky Clegg,,,0:58:13,Edinburgh University,1
55,Katherine Wilkie,,,0:35:13,Edinburgh University,2
55,Anna Haw,,,1:11:41,Edinburgh University,3
55,Fiona Rudkin,,,1:11:41,Edinburgh University,3
55,Charlotte Wilson,,,0:44:51,Edinburgh University,4
56,Stevie Greer,,,0:56:36,Carnegie Harriers A,1
56,Gail Murdoch,,,0:56:36,Carnegie Harriers A,1
56,Alan Cockburn,,,0:31:10,Carnegie Harriers A,2
56,Nick Smith,,,1:19:13,Carnegie Harriers A,3
56,Taylor Garry,,,1:19:13,Carnegie Harriers A,3
56,John Milton,,,0:43:11,Carnegie Harriers A,4
57,Andrew Hood,,,0:50:31,East Fife Tri Club B,1
57,Dave Sadler,,,0:50:31,East Fife Tri Club B,1
57,Stewart Leckie,,,0:36:19,East Fife Tri Club B,2
58,Brian Brennan,,,0:50:10,Westerlands C,1
58,Graeme Orr,,,0:50:10,Westerlands C,1
58,Drew Turnbull,,,0:37:34,Westerlands C,2
58,Jason Kaushal,,,1:26:50,Westerlands C,3
58,Blair Millen,,,1:26:50,Westerlands C,3
58,Alan Anderson,,,0:40:35,Westerlands C,4
59,Lynne Bennet,,,0:55:34,Carnengie Harriers Mixed B,1
59,John McArthur,,,0:55:34,Carnengie Harriers Mixed B,1
59,Moira Fleming,,,0:39:40,Carnengie Harriers Mixed B,2
59,Paul Hutton,,,1:21:20,Carnengie Harriers Mixed B,3
59,Tracy Stamp,,,1:21:20,Carnengie Harriers Mixed B,3
59,Mick Cowie,,,0:40:18,Carnengie Harriers Mixed B,4
60,David Bee,,,0:55:31,Fife G,1
60,Leonard Rhone,,,0:55:31,Fife G,1
60,Andrew Barker,,,0:35:09,Fife G,2
60,Jim Taylor,,,1:27:43,Fife G,3
60,Doug Robertson,,,1:27:43,Fife G,3
60,Colin Brown,,,0:38:37,Fife G,4
61,Phil Hedley,,,1:02:08,Booze Hounds,1
61,Andrew Bright,,,1:02:08,Booze Hounds,1
61,David Forrester,,,0:43:51,Booze Hounds,4
62,Andrea Davidson,,,0:49:38,Salty Girls,1
62,Caroline Wallace,,,0:49:38,Salty Girls,1
62,Jackie Tolmie,,,0:41:08,Salty Girls,4
63,Trevor Jones,,,0:56:19,Fife H,1
63,Grant Laycock,,,0:56:19,Fife H,1
63,Kenny McGuire,,,0:35:35,Fife H,2
63,Alastair Robertson,,,0:43:13,Fife H,4
64,Elaine Stewart,,,0:50:05,Cosmic Ladies,1
64,Anne Stone,,,0:50:05,Cosmic Ladies,1
64,Lois Noble,,,0:39:40,Cosmic Ladies,2
64,Shelly Farrar,,,1:26:51,Cosmic Ladies,3
64,Katy Bodock,,,1:26:51,Cosmic Ladies,3
64,Katie Parkin,,,0:43:07,Cosmic Ladies,4
65,Gordon Morrison,,,0:50:56,Strathearn Harriers Mixed,1
65,McKenzie Angela,,,0:50:56,Strathearn Harriers Mixed,1
65,Shelagh Crighton,,,0:38:40,Strathearn Harriers Mixed,2
65,Adrian Wake,,,1:22:46,Strathearn Harriers Mixed,3
65,Johnston Graeme,,,1:22:46,Strathearn Harriers Mixed,3
65,Alison Manners,,,0:48:03,Strathearn Harriers Mixed,4
66,Carol Cadger,,,0:56:14,Kinross Road Runners,1
66,Douglas Leitch,,,0:56:14,Kinross Road Runners,1
66,Isabel Carmichael,,,0:42:26,Kinross Road Runners,2
66,Judith Dobson,,,1:19:02,Kinross Road Runners,3
66,Rashmi Shah,,,1:19:02,Kinross Road Runners,3
66,Daniel Hills,,,0:43:39,Kinross Road Runners,4
67,Anne Nimmo,,,0:53:32,Carnethy Ladies B Vets,1
67,Kathy Jarvis,,,0:53:32,Carnethy Ladies B Vets,1
67,Hilary Spenceley,,,0:36:08,Carnethy Ladies B Vets,2
67,Moira Stewart,,,1:29:05,Carnethy Ladies B Vets,3
67,Joanne Anderson,,,1:29:05,Carnethy Ladies B Vets,3
67,Kate Friend,,,0:43:29,Carnethy Ladies B Vets,4
68,Jenny Tan,,,0:49:56,Fife Junior Females,1
68,Stone Kiri,,,0:49:56,Fife Junior Females,1
68,Jennifer Kibble,,,0:36:29,Fife Junior Females,2
68,Lucy Duff,,,1:32:02,Fife Junior Females,3
