Position,Name,Club,Category,Time,Team,Leg
1,Oleg Chepelin,,,00:36:22,Shettleston Shifters,1
1,Henry Blake,,,00:36:22,Shettleston Shifters,1
1,Ian Butler,,,00:28:12,Shettleston Shifters,2
1,Jethro Lennox,,,00:54:48,Shettleston Shifters,3
1,Tom Owens,,,00:54:48,Shettleston Shifters,3
1,Casey Morgan,,,00:26:42,Shettleston Shifters,4
2,Andy Birnie,,,00:37:53,Bellahouston RR Boys A,1
2,Neil Farnell,,,00:37:53,Bellahouston RR Boys A,1
2,Mark Johnston,,,00:26:52,Bellahouston RR Boys A,2
2,Matt Williamson,,,01:00:15,Bellahouston RR Boys A,3
2,Pete Devenport,,,01:00:15,Bellahouston RR Boys A,3
2,Collin McGill,,,00:27:10,Bellahouston RR Boys A,4
3,David Eiser,,,00:37:48,Ochil HR Young Guns,1
3,Jamie Stevenson,,,00:37:48,Ochil HR Young Guns,1
3,Paul Fettes,,,00:30:26,Ochil HR Young Guns,2
3,Al Anthony,,,01:00:18,Ochil HR Young Guns,3
3,Lewis Millar,,,01:00:18,Ochil HR Young Guns,3
3,Ross Houston,,,00:23:51,Ochil HR Young Guns,4
4,Bruce Smith,,,00:39:14,Carnethy MV40 A,1
4,Steven Fallon,,,00:39:14,Carnethy MV40 A,1
4,Adrian Davis,,,00:28:08,Carnethy MV40 A,2
4,Stewart Whitlie,,,01:02:40,Carnethy MV40 A,3
4,Adam Ward,,,01:02:40,Carnethy MV40 A,3
4,Ronnie Gallagher,,,00:28:13,Carnethy MV40 A,4
5,Dennis McDonald,,,00:40:08,Cosmics Male,1
5,Jason Williamson,,,00:40:08,Cosmics Male,1
5,Colin Russell,,,00:28:31,Cosmics Male,2
5,Rob Brookes,,,01:00:14,Cosmics Male,3
5,Simon Peachey,,,01:00:14,Cosmics Male,3
5,Richard Lang,,,00:29:24,Cosmics Male,4
6,Tom Hoggs,,,00:39:48,Moorfoots A,1
6,Wull Hynd,,,00:39:48,Moorfoots A,1
6,Mike McGovern,,,00:28:01,Moorfoots A,2
6,James Britton,,,01:07:15,Moorfoots A,3
6,Mike Reid,,,01:07:15,Moorfoots A,3
6,Darin Dougal,,,00:26:25,Moorfoots A,4
7,David Hirst,,,00:43:29,Deeside Runners,1
7,Garry Hughes,,,00:43:29,Deeside Runners,1
7,Robbie Simpson,,,00:24:35,Deeside Runners,2
7,Alan Sealy,,,01:08:36,Deeside Runners,3
7,Sam Long,,,01:08:36,Deeside Runners,3
7,Drew Tivendale,,,00:28:13,Deeside Runners,4
8,Jez Tomlinson,,,00:40:51,Fife AC (Mark Harris),1
8,Andy Brierley,,,00:40:51,Fife AC (Mark Harris),1
8,John Kay,,,00:30:16,Fife AC (Mark Harris),2
8,Mark Harris,,,01:04:49,Fife AC (Mark Harris),3
8,Bill Fairmaner,,,01:04:49,Fife AC (Mark Harris),3
8,Stevie Reid,,,00:29:05,Fife AC (Mark Harris),4
9,Ian Mills,,,00:40:01,Anster Haddies A,1
9,Neil Smith,,,00:40:01,Anster Haddies A,1
9,Colin McIntosh,,,00:34:38,Anster Haddies A,2
9,Davie Burgess,,,01:04:15,Anster Haddies A,3
9,Derek Rae,,,01:04:15,Anster Haddies A,3
9,Brian Cruickshank,,,00:27:37,Anster Haddies A,4
10,Gordon Adam,,,00:45:22,Central AC A,1
10,Hugh Kerr,,,00:45:22,Central AC A,1
10,Ewan Gault,,,00:33:11,Central AC A,2
10,Will Henderson,,,01:04:58,Central AC A,3
10,Phil Williams,,,01:04:58,Central AC A,3
10,Lewis Millar,,,00:28:01,Central AC A,4
11,Pete Humphries,,,00:44:15,Carnegie Harriers Mens Snr,1
11,Mike Harvey,,,00:44:15,Carnegie Harriers Mens Snr,1
11,Scott Bradley,,,00:29:40,Carnegie Harriers Mens Snr,2
11,Peter Simpson,,,01:07:49,Carnegie Harriers Mens Snr,3
11,Richie Cunningham,,,01:07:49,Carnegie Harriers Mens Snr,3
11,Willie Hargreaves,,,00:30:02,Carnegie Harriers Mens Snr,4
12,Daniel Bradford,,,00:41:32,Glasgow University A,1
12,Bryan McLelland,,,00:41:32,Glasgow University A,1
12,Callum Coombs,,,00:30:32,Glasgow University A,2
12,Gavin Law,,,01:10:51,Glasgow University A,3
12,Dave Huston,,,01:10:51,Glasgow University A,3
12,Art Macmanusa,,,00:29:39,Glasgow University A,4
13,Dave Murray,,,00:45:05,Ochil HR Old Gits,1
13,Alan Murray,,,00:45:05,Ochil HR Old Gits,1
13,Craig Brown,,,00:30:27,Ochil HR Old Gits,2
13,Nick Leslie,,,01:08:55,Ochil HR Old Gits,3
13,Gary Fraser,,,01:08:55,Ochil HR Old Gits,3
13,Euan McKay,,,00:29:13,Ochil HR Old Gits,4
14,David Riach,,,00:42:50,Westerlands Male Vets,1
14,Chris Upson,,,00:42:50,Westerlands Male Vets,1
14,Manny Gorman,,,00:29:47,Westerlands Male Vets,2
14,David Rogers,,,01:13:57,Westerlands Male Vets,3
14,Steffan Gorgas,,,01:13:57,Westerlands Male Vets,3
14,John Bell,,,00:27:47,Westerlands Male Vets,4
15,Roger Van Gompel,,,00:40:18,Dundee Hawkhill Harriers A,1
15,Craig Love,,,00:40:18,Dundee Hawkhill Harriers A,1
15,Steve Mason,,,00:35:30,Dundee Hawkhill Harriers A,2
15,John Hepburn,,,01:12:16,Dundee Hawkhill Harriers A,3
15,Des Crowe,,,01:12:16,Dundee Hawkhill Harriers A,3
15,Jamie Crowe,,,00:27:14,Dundee Hawkhill Harriers A,4
16,Alun Myers,,,00:43:03,Bellahouston RR Boys C,1
16,Peter Gallanagh,,,00:43:03,Bellahouston RR Boys C,1
16,Struan Robertson,,,00:30:32,Bellahouston RR Boys C,2
16,Brendan Morlarty,,,01:13:41,Bellahouston RR Boys C,3
16,David Weatherhead,,,01:13:41,Bellahouston RR Boys C,3
16,Russell Whittington,,,00:28:15,Bellahouston RR Boys C,4
17,Shane Bouchier,,,00:44:49,Carnethy Men,1
17,Andy Millard,,,00:44:49,Carnethy Men,1
17,Sam Hesling,,,00:27:17,Carnethy Men,2
17,Andy Faulas,,,01:15:15,Carnethy Men,3
17,Matt Davis,,,01:15:15,Carnethy Men,3
17,Cameron Burt,,,00:28:27,Carnethy Men,4
18,Craig Ross,,,00:40:03,Ballahouston RR Boys B,1
