Position,Name,Club,Category,Time,Team,Leg
38,Brian Bonnyman & Stephen Connor,,,00:40:26,Forfar RR/HR,4
39,Annabel Simpson,,,00:32:54,"Kinross RR ""the Power of 6""",1
39,Jillian Gordon,,,01:26:51,"Kinross RR ""the Power of 6""",2
39,Nick Rowan,,,01:26:51,"Kinross RR ""the Power of 6""",2
39,Sarah Hutt,,,00:31:32,"Kinross RR ""the Power of 6""",3
39,Graham Kemp & Martin Hill,,,00:43:12,"Kinross RR ""the Power of 6""",4
40,Shelagh Davidson,,,00:37:28,Beacon Mixed,1
40,Jim Stevenson,,,01:23:24,Beacon Mixed,2
40,Bobby Summers,,,01:23:24,Beacon Mixed,2
40,Neil MacNicol,,,00:27:08,Beacon Mixed,3
40,Anna Graham & Lisa Johnstone,,,00:46:40,Beacon Mixed,4
41,Louise McCullough,,,00:35:23,Fife AC Roger's Mixed,1
41,Tom Harris,,,01:20:49,Fife AC Roger's Mixed,2
41,Ryan Brocklebank,,,01:20:49,Fife AC Roger's Mixed,2
41,Sam Fernando,,,00:28:39,Fife AC Roger's Mixed,3
41,Ailsa Cruickshanks & Ana Brocklebank,,,00:50:07,Fife AC Roger's Mixed,4
42,Pete Nimmo,,,00:36:03,"Anster Haddies ""B""",1
42,Glenn Rickman,,,01:21:39,"Anster Haddies ""B""",2
42,Ian Mills,,,01:21:39,"Anster Haddies ""B""",2
42,Alex Anderson,,,00:30:20,"Anster Haddies ""B""",3
42,Gordon Halliday & George Findlay,,,00:48:13,"Anster Haddies ""B""",4
43,Alasdair Murray,,,00:32:29,Kilmarnock Harriers - Burns's Boys,1
43,David White,,,01:21:43,Kilmarnock Harriers - Burns's Boys,2
43,Thomas Begley,,,01:21:43,Kilmarnock Harriers - Burns's Boys,2
43,Scott McKendrick,,,00:32:17,Kilmarnock Harriers - Burns's Boys,3
43,Alasdair McCallum & Roderick Pugh,,,00:51:36,Kilmarnock Harriers - Burns's Boys,4
44,Fiona Bracegirdle,,,00:29:52,Fife AC Senior Women,1
44,Megan Crawford,,,01:21:30,Fife AC Senior Women,2
44,Morgan Windram-Geddes,,,01:21:30,Fife AC Senior Women,2
44,Amie McKimmie,,,00:31:07,Fife AC Senior Women,3
44,Abbie Bender & Issey Morledge,,,00:56:34,Fife AC Senior Women,4
45,Andy Henderson,,,00:33:00,"Calderglen Harriers ""A""",1
45,Alan Derrick,,,01:32:20,"Calderglen Harriers ""A""",2
45,David Herbertson,,,01:32:20,"Calderglen Harriers ""A""",2
45,Eddie Reid,,,00:29:25,"Calderglen Harriers ""A""",3
45,Kenny Leinster & Billy Buchanan,,,00:45:07,"Calderglen Harriers ""A""",4
46,Alistair Millan,,,00:33:14,HBT Trotter Trash,1
46,George Ashley,,,01:33:41,HBT Trotter Trash,2
46,Rupert Nash,,,01:33:41,HBT Trotter Trash,2
46,John McKean,,,00:29:47,HBT Trotter Trash,3
46,James Williamson & Mark Rhynes,,,00:43:16,HBT Trotter Trash,4
47,Keren Macpherson,,,00:34:19,Fifie Wifie Vets A Team,1
47,Susan Harley,,,01:28:28,Fifie Wifie Vets A Team,2
47,Louise Burt,,,01:28:28,Fifie Wifie Vets A Team,2
47,Janet McWhinnie,,,00:32:32,Fifie Wifie Vets A Team,3
47,Hilary Ritchie & Sarah Legge,,,00:44:59,Fifie Wifie Vets A Team,4
48,Colin Montgomery,,,00:33:43,Tinto Hill Funners,1
48,Alistair Cox,,,01:21:05,Tinto Hill Funners,2
48,Alan Tait,,,01:21:05,Tinto Hill Funners,2
48,Hugh McPherson,,,00:37:53,Tinto Hill Funners,3
48,Mairi Struthers & Chris Huntly,,,00:48:29,Tinto Hill Funners,4
49,Pat Mallett,,,00:35:32,Lomond Glees,1
49,Dave Turner,,,01:24:14,Lomond Glees,2
49,Colin Wilson,,,01:24:14,Lomond Glees,2
49,Richard Gatehouse,,,00:35:33,Lomond Glees,3
49,Angus Bowman & Derek Jablonski,,,00:46:39,Lomond Glees,4
50,Gary Timmons,,,00:34:28,Dundee Road Runners - Male,1
50,John Mill,,,01:30:34,Dundee Road Runners - Male,2
50,Matty Low,,,01:30:34,Dundee Road Runners - Male,2
50,Peter Derrick,,,00:35:03,Dundee Road Runners - Male,3
50,Steve Peters & David Stewart,,,00:42:08,Dundee Road Runners - Male,4
51,Pauls Auce,,,00:35:17,Westerlands Men B,1
51,Roderick Fleming,,,01:35:17,Westerlands Men B,2
51,Rob McQuarter,,,01:35:17,Westerlands Men B,2
51,Craig Freshwater,,,00:28:29,Westerlands Men B,3
51,Kenneth Taylor & David Riach,,,00:44:10,Westerlands Men B,4
52,Ellie Homewood,,,00:32:00,Westerlands Ladies A,1
52,Paula Gardiner,,,01:35:26,Westerlands Ladies A,2
52,Christine Menhennet,,,01:35:26,Westerlands Ladies A,2
52,Val Houston,,,00:29:47,Westerlands Ladies A,3
52,Joda Denovan & Sarah Adam,,,00:46:04,Westerlands Ladies A,4
53,Chris Oliver,,,00:40:59,5 Men and a Little Lady,1
53,Dan Watson,,,01:26:47,5 Men and a Little Lady,2
53,Jonathan Weir,,,01:26:47,5 Men and a Little Lady,2
53,Callum Gilhooley,,,00:22:20,5 Men and a Little Lady,3
53,Ewan Jelly & Caroline Coyle,,,00:53:30,5 Men and a Little Lady,4
54,Keith Ferguson,,,00:36:35,Fife AC Geordie Munro Baggers,1
54,Neill Mitchell,,,01:23:55,Fife AC Geordie Munro Baggers,2
54,Dan Newman,,,01:23:55,Fife AC Geordie Munro Baggers,2
54,Jay Todd,,,00:29:48,Fife AC Geordie Munro Baggers,3
54,Jim Woodburn & Ian Ritchie,,,00:53:46,Fife AC Geordie Munro Baggers,4
55,Maureen Hill,,,00:35:13,"Kinross RR ""the Undulations""",1
55,Allan Kemp,,,01:31:02,"Kinross RR ""the Undulations""",2
55,Stephen Crawford,,,01:31:02,"Kinross RR ""the Undulations""",2
55,Andy Laycock,,,00:28:01,"Kinross RR ""the Undulations""",3
55,Judith Dobson & Anne MacDonald,,,00:50:40,"Kinross RR ""the Undulations""",4
56,Hamilton Semple,,,00:35:01,Westerland B Vets,1
56,Murdo Macleod,,,01:30:40,Westerland B Vets,2
56,Brian Brennan,,,01:30:40,Westerland B Vets,2
56,Keith Adams,,,00:34:34,Westerland B Vets,3
56,John Quinn & John Hamer,,,00:45:32,Westerland B Vets,4
57,Jennifer Newton,,,00:38:38,Lothian/Linlithgow Combined,1
57,Colin Partridge,,,01:20:02,Lothian/Linlithgow Combined,2
57,Andrew Fish,,,01:20:02,Lothian/Linlithgow Combined,2
57,Graham Burrows,,,00:34:48,Lothian/Linlithgow Combined,3
57,Jil Horsburgh & Robin Morris,,,00:52:53,Lothian/Linlithgow Combined,4
58,Sinead O' Malley,,,00:35:10,HBT Parasites Ladies B,1
58,Mairead Kelly,,,01:29:28,HBT Parasites Ladies B,2
58,Louise Provan,,,01:29:28,HBT Parasites Ladies B,2
58,Miranda Grant,,,00:33:45,HBT Parasites Ladies B,3
58,Sandra Rathjen & Phyllis O' Brien,,,00:48:35,HBT Parasites Ladies B,4
59,Ruth Dooley,,,00:39:24,"Carnethy Ladies ""B""",1
59,Joanne Anderson,,,01:26:37,"Carnethy Ladies ""B""",2
59,Joan Wilson,,,01:26:37,"Carnethy Ladies ""B""",2
59,Kate Crowe,,,00:33:55,"Carnethy Ladies ""B""",3
59,Mary Lye & Heather Munro,,,00:47:06,"Carnethy Ladies ""B""",4
60,Jamie Ross,,,00:44:28,Deeside Leftovers,1
60,Peter Henry,,,01:25:29,Deeside Leftovers,2
60,Andy Bain,,,01:25:29,Deeside Leftovers,2
60,Calum Kitching,,,00:26:14,Deeside Leftovers,3
60,Clare Martin & Marie Entwistle,,,00:51:07,Deeside Leftovers,4
61,Blair Cairnie,,,00:33:41,Tartan Tarahumara,1
61,David Clark,,,01:23:59,Tartan Tarahumara,2
61,Simon Dobbs,,,01:23:59,Tartan Tarahumara,2
61,Lee Pulford,,,00:42:35,Tartan Tarahumara,3
61,Mark Ritchie & Brian Simpson,,,00:47:59,Tartan Tarahumara,4
62,Gail Murdoch,,,00:33:59,Carnegie Harriers Mixed,1
62,Callum Valance,,,01:34:57,Carnegie Harriers Mixed,2
62,Allan Macaulay,,,01:34:57,Carnegie Harriers Mixed,2
62,Kieran Morgan,,,00:34:13,Carnegie Harriers Mixed,3
62,Melanie Sinclair & Isobel Burnett,,,00:45:41,Carnegie Harriers Mixed,4
63,John Millar,,,00:41:04,Central Slow and Steady,1
63,Allan Gall,,,01:30:26,Central Slow and Steady,2
63,Cameron Campbell,,,01:30:26,Central Slow and Steady,2
63,Bill Gault,,,00:35:44,Central Slow and Steady,3
63,Richard Coombs & Will Huckerby,,,00:43:03,Central Slow and Steady,4
64,Ian Hill,,,00:35:28,Beacon Men,1
64,Patrick Leask,,,01:34:49,Beacon Men,2
64,Peter Brown,,,01:34:49,Beacon Men,2
64,David Lyon,,,00:32:19,Beacon Men,3
64,Malcolm Macfie & Steve Wombwell,,,00:49:15,Beacon Men,4
65,Aidan Naughton,,,00:43:34,Fife + 1 Mathematicians,1
65,James Mitchell,,,01:33:18,Fife + 1 Mathematicians,2
65,John McDermont,,,01:33:18,Fife + 1 Mathematicians,2
65,Mike Todd,,,00:31:16,Fife + 1 Mathematicians,3
65,Craig Stark & Michael Bareford,,,00:45:34,Fife + 1 Mathematicians,4
66,Alistair Sexton,,,00:41:10,"Strathearn Harriers ""B""",1
66,Gordon Morrison,,,01:29:21,"Strathearn Harriers ""B""",2
66,Jim Alexander,,,01:29:21,"Strathearn Harriers ""B""",2
66,Al Nicholl,,,00:30:02,"Strathearn Harriers ""B""",3
66,Grant Carstairs & Mark Dillon,,,00:55:57,"Strathearn Harriers ""B""",4
67,Jan Dawson,,,00:36:21,Penicuik Harriers,1
67,Mark Snodgrass,,,01:30:06,Penicuik Harriers,2
67,Kevin Anderson,,,01:30:06,Penicuik Harriers,2
67,Chris Downie,,,00:36:53,Penicuik Harriers,3
67,Andrea Wilson & Sadie Kemp,,,00:53:15,Penicuik Harriers,4
68,Helena Sim,,,00:35:06,"Carnegie Harriers ""B""",1
68,Tom Bowie,,,01:46:34,"Carnegie Harriers ""B""",2
68,Stephen Greer,,,01:46:34,"Carnegie Harriers ""B""",2
68,Malcolm Smith,,,00:33:14,"Carnegie Harriers ""B""",3
68,Andy Sim & Fabienne Thompson,,,00:43:56,"Carnegie Harriers ""B""",4
69,Catherine Smith,,,00:37:17,Devil Running,1
69,Eva Groeneveld,,,01:36:28,Devil Running,2
69,David Burrows,,,01:36:28,Devil Running,2
69,Eleanor Brown,,,###,Devil Running,3
69,Sarah Archer & Ben Seymour,,,###,Devil Running,4
70,Cat Meighan,,,00:35:23,"Carnethy Ladies ""C""",1
70,Lorna Ascroft,,,01:39:21,"Carnethy Ladies ""C""",2
70,Myvanwy Fenton-May,,,01:39:21,"Carnethy Ladies ""C""",2
70,Kathy Jarvis,,,00:34:31,"Carnethy Ladies ""C""",3
70,Georgina McAllister & Helen Wise,,,00:50:39,"Carnethy Ladies ""C""",4
71,Bryan Grome,,,00:39:16,Linlithgow Athletic Club,1
71,Paul Dudchenko,,,01:37:52,Linlithgow Athletic Club,2
71,Angus Gallie,,,01:37:52,Linlithgow Athletic Club,2
71,Brian Couper,,,00:35:40,Linlithgow Athletic Club,3
71,Darren Dick & Gerry McArdle,,,00:48:45,Linlithgow Athletic Club,4
72,Bill Simpson,,,00:37:17,"Anster Haddies ""C""",1
72,Allan Gibson,,,01:41:52,"Anster Haddies ""C""",2
72,Chris Broome,,,01:41:52,"Anster Haddies ""C""",2
72,Ian Mills,,,00:32:14,"Anster Haddies ""C""",3
72,Rosie Knox & Alex Anderson,,,00:50:15,"Anster Haddies ""C""",4
73,Stuart Evans,,,00:39:54,Kinnoull Tigers,1
73,John Harper,,,01:27:48,Kinnoull Tigers,2
73,Andrew Blaikie,,,01:27:48,Kinnoull Tigers,2
73,Rachel Blaikie,,,00:36:55,Kinnoull Tigers,3
73,Laura Jarvis & Christine Cormack,,,00:58:09,Kinnoull Tigers,4
74,Gillian McCracken,,,00:42:09,"Carnegie Harriers ""C""",1
74,Iain Thomson,,,01:33:21,"Carnegie Harriers ""C""",2
74,John Crookston,,,01:33:21,"Carnegie Harriers ""C""",2
74,Morna Fleming,,,00:36:22,"Carnegie Harriers ""C""",3
74,Jonathan Millar & Bill Duff,,,00:51:51,"Carnegie Harriers ""C""",4
75,Bob Sheridan,,,00:34:17,Cosmic Vets,1
75,Colin Larmour,,,01:41:39,Cosmic Vets,2
75,Gary Gutteridge,,,01:41:39,Cosmic Vets,2
75,Paul Masson,,,00:36:17,Cosmic Vets,3
75,Richard Ingram & Rod Campbell,,,00:51:55,Cosmic Vets,4
76,Innes Bracegirdle,,,00:37:12,Fife AC Scrambled Legs,1
76,Moira Grainger,,,01:43:00,Fife AC Scrambled Legs,2
76,Liz Killean,,,01:43:00,Fife AC Scrambled Legs,2
76,Mark Ferguson,,,00:32:43,Fife AC Scrambled Legs,3
76,Anita Laidlaw & Julia Neufeind,,,00:52:00,Fife AC Scrambled Legs,4
77,Billy Turnbull,,,00:35:25,Wee County Harriers 2,1
77,Alastair Outred,,,01:39:27,Wee County Harriers 2,2
77,Andy Harker,,,01:39:27,Wee County Harriers 2,2
77,George Furmage,,,00:36:28,Wee County Harriers 2,3
77,Susan McDairmid & Stewart McDairmid,,,00:55:15,Wee County Harriers 2,4
78,Karen Allen,,,00:35:09,"Calderglen Harriers ""B""",1
78,Frances Maxwell,,,01:40:57,"Calderglen Harriers ""B""",2
78,George Ferguson,,,01:40:57,"Calderglen Harriers ""B""",2
78,Charles Steven,,,00:39:25,"Calderglen Harriers ""B""",3
78,Joanne McEvoy & George Stewart,,,00:52:05,"Calderglen Harriers ""B""",4
79,Kirsty Gibson,,,00:39:24,Dundee Road Runners - Women,1
79,Morag Taggart,,,01:36:22,Dundee Road Runners - Women,2
79,Jennifer Massie,,,01:36:22,Dundee Road Runners - Women,2
79,Fiona Gibson,,,00:40:52,Dundee Road Runners - Women,3
79,Elaine Omand & Gillian Sangster,,,00:51:04,Dundee Road Runners - Women,4
80,Hannah Kennedy,,,00:40:42,Cosmics Ladies,1
80,Gillian Clunas,,,01:42:08,Cosmics Ladies,2
80,Elaine Stewart,,,01:42:08,Cosmics Ladies,2
80,Pauline Larmour,,,00:37:49,Cosmics Ladies,3
80,Anita Hamilton & Debbie Fielding,,,00:48:01,Cosmics Ladies,4
81,Fiona McDonald,,,00:37:26,Strathearn Harriers Ladies,1
81,Alison Manners,,,01:40:40,Strathearn Harriers Ladies,2
81,Emily Greaves,,,01:40:40,Strathearn Harriers Ladies,2
81,Rowan Dillon,,,00:38:38,Strathearn Harriers Ladies,3
81,Rachel Gallagher & Fran Loots,,,00:53:08,Strathearn Harriers Ladies,4
82,Paul Allcoat,,,00:34:43,"Kinross RR ""the Joy of 6""",1
82,John Boyle,,,01:36:29,"Kinross RR ""the Joy of 6""",2
82,Neil Robertson,,,01:36:29,"Kinross RR ""the Joy of 6""",2
82,Brian Kemp,,,00:40:01,"Kinross RR ""the Joy of 6""",3
82,Struan Robertson & Geoff Bilton,,,00:59:16,"Kinross RR ""the Joy of 6""",4
83,Hazel Bradley,,,00:37:54,Hazel's Haddie Ladies,1
83,Alice Hall,,,01:41:16,Hazel's Haddie Ladies,2
83,Pamela Cruickshanks,,,01:41:16,Hazel's Haddie Ladies,2
83,Sharon Brown,,,00:35:04,Hazel's Haddie Ladies,3
83,Karen Cunningham & Jane Anderson,,,00:57:29,Hazel's Haddie Ladies,4
84,Alison Winship,,,00:31:52,Shettleston Ladies,1
