RunnerPosition,Surname,Firstname,Club,RunnerCategory,FinishTime
1,Anderson,Adam,Solway,,0:47:10
2,Allsop,Gordon,Arran Runners,,0:51:32
3,Taylor,Nat,Girvan Harriers,ist MV,0:51:53
4,Begley,Tommy,Irvine RC,,0:58:40
5,Gilmour,Tommy,Arran Runners,,0:59:41
6,Davidson,Dan,Girvan Harriers,,0:60:11
7,Walton,David,Unatt,,0:61:02
8,AndersonSvr,Adam,Solway,,0:63:49
9,Cox,Debbie,City Of Glasgow,1st F,0:65:16
10,McManus,Dan,Irvine RC,,0:65:43
11,Turnbull,Drew,Westerlands CCC,,0:67:09
12,McLaughlin,Pat,City Of Glasgow,1st FV,0:75:11
13,White,Tony,Arran Runners,M70,0:77:28
14,Cox,Irene,Unatt,,0:77:43
15,Miller,Anne,Irvine RC,,0:84:26
