Position,Name,Club,Category,Time
1,Graeme Ackland,Livongston,M,01:39:15
2,Stewart Whitlie,Carnethy,M,01:40:57
3,Martin Flynn,Carnethy,M,01:41:13
4,Des Crowe,Shettleston,M,01:42:46
5,Christain Tracy,,M,01:48:05
6,Richard Hope,Edinburgh AC,M,01:48:12
7,Doug Lindsay,Edinburgh AC,M,01:48:54
8,David Law,Corstorphine,M,01:51:09
9,Mark Higginbottom,Carnethy,M,01:52:11
10,Keith Wood,Corstorphine,M,01:52:22
