Position,Name,Club,Category,Time
1,Stewart Whitlie,Carnethy,M,01:44:11
2,Nick Molovsorov,Metro Aberdeen,M,01:45:14
3,David Law,Corstorphine,M,01:50:59
4,Fatty Mackay,HBT,M,01:51:04
5,Adam Ward,Carnethy,M,01:51:10
6,Martin Flynn,Carnethy,M,01:51:18
7,Ian Duff,Edinburgh AC,M,01:52:19
8,Geoff Simpson,HBT,M,01:55:11
9,Martin Hulme,Corstorphine,M,01:55:33
10,Morgan Donnelly,Tynedale,M,01:55:41
